SA1_7DIGITCODE_2016,DC15_17FSEOMSolsET,DC15_17FSEOM_LpEns,DC15_17FSEOMT,DC15_17FSolsEVwwMSEO,DC15_17FSolsEVwwMSolsEVww,DC15_17FSolsEVwwMSolNwna,DC15_17FSolsEVwwMsol_pEns,DC15_17FSolsEVwwMSolsET,DC15_17FSolsEVwwM_LpEns,DC15_17FSolsEVwwMT,DC15_17FSolNwnaMSEO,DC15_17FSolNwnaMSolsEVww,DC15_17FSolNwnaMSolNwna,DC15_17FSolNwnaMsol_pEns,DC15_17FSolNwnaMSolsET,DC15_17FSolNwnaM_LpEns,DC15_17FSolNwnaMT,DC15_17FSol_pEnsMSEO,DC15_17FSol_pEnsMSolsEVww,DC15_17FSol_pEnsMSolNwna,DC15_17FSol_pEnsMsol_pEns,DC15_17FSol_pEnsMSolsET,DC15_17FSol_pEnsM_LpEns,DC15_17FSol_pEnsMT,DC15_17FSolsETMSEO,DC15_17FSolsETMSolsEVww,DC15_17FSolsETMSolNwna,DC15_17FSolsETMsol_pEns,DC15_17FSolsETMSolsET,DC15_17FSolsETM_LpEns,DC15_17FSolsETMT,DC15_17F_LpEnsMSEO,DC15_17F_LpEnsMSolsEVww,DC15_17F_LpEnsMSolNwna,DC15_17F_LpEnsMsol_pEns,DC15_17F_LpEnsMSolsET,DC15_17F_LpEnsM_LpEns,DC15_17F_LpEnsMT,DC15_17FTMSEO,DC15_17FTMSolsEVww,DC15_17FTMSolNwna,DC15_17FTMsol_pEns,DC15_17FTMSolsET,DC15_17FTM_LpEns,DC15_17FTMT,DC18_20FSEOMSEO,DC18_20FSEOMSolsEVww,DC18_20FSEOMSolNwna,DC18_20FSEOMsol_pEns,DC18_20FSEOMSolsET,DC18_20FSEOM_LpEns,DC18_20FSEOMT,DC18_20FSolsEVwwMSEO,DC18_20FSolsEVwwMSolsEVww,DC18_20FSolsEVwwMSolNwna,DC18_20FSolsEVwwMsol_pEns,DC18_20FSolsEVwwMSolsET,DC18_20FSolsEVwwM_LpEns,DC18_20FSolsEVwwMT,DC18_20FSolNwnaMSEO,DC18_20FSolNwnaMSolsEVww,DC18_20FSolNwnaMSolNwna,DC18_20FSolNwnaMsol_pEns,DC18_20FSolNwnaMSolsET,DC18_20FSolNwnaM_LpEns,DC18_20FSolNwnaMT,DC18_20FSol_pEnsMSEO,DC18_20FSol_pEnsMSolsEVww,DC18_20FSol_pEnsMSolNwna,DC18_20FSol_pEnsMsol_pEns,DC18_20FSol_pEnsMSolsET,DC18_20FSol_pEnsM_LpEns,DC18_20FSol_pEnsMT,DC18_20FSolsETMSEO,DC18_20FSolsETMSolsEVww,DC18_20FSolsETMSolNwna,DC18_20FSolsETMsol_pEns,DC18_20FSolsETMSolsET,DC18_20FSolsETM_LpEns,DC18_20FSolsETMT,DC18_20F_LpEnsMSEO,DC18_20F_LpEnsMSolsEVww,DC18_20F_LpEnsMSolNwna,DC18_20F_LpEnsMsol_pEns,DC18_20F_LpEnsMSolsET,DC18_20F_LpEnsM_LpEns,DC18_20F_LpEnsMT,DC18_20FTMSEO,DC18_20FTMSolsEVww,DC18_20FTMSolNwna,DC18_20FTMsol_pEns,DC18_20FTMSolsET,DC18_20FTM_LpEns,DC18_20FTMT,DC21_24FSEOMSEO,DC21_24FSEOMSolsEVww,DC21_24FSEOMSolNwna,DC21_24FSEOMsol_pEns,DC21_24FSEOMSolsET,DC21_24FSEOM_LpEns,DC21_24FSEOMT,DC21_24FSolsEVwwMSEO,DC21_24FSolsEVwwMSolsEVww,DC21_24FSolsEVwwMSolNwna,DC21_24FSolsEVwwMsol_pEns,DC21_24FSolsEVwwMSolsET,DC21_24FSolsEVwwM_LpEns,DC21_24FSolsEVwwMT,DC21_24FSolNwnaMSEO,DC21_24FSolNwnaMSolsEVww,DC21_24FSolNwnaMSolNwna,DC21_24FSolNwnaMsol_pEns,DC21_24FSolNwnaMSolsET,DC21_24FSolNwnaM_LpEns,DC21_24FSolNwnaMT,DC21_24FSol_pEnsMSEO,DC21_24FSol_pEnsMSolsEVww,DC21_24FSol_pEnsMSolNwna,DC21_24FSol_pEnsMsol_pEns,DC21_24FSol_pEnsMSolsET,DC21_24FSol_pEnsM_LpEns,DC21_24FSol_pEnsMT,DC21_24FSolsETMSEO,DC21_24FSolsETMSolsEVww,DC21_24FSolsETMSolNwna,DC21_24FSolsETMsol_pEns,DC21_24FSolsETMSolsET,DC21_24FSolsETM_LpEns,DC21_24FSolsETMT,DC21_24F_LpEnsMSEO,DC21_24F_LpEnsMSolsEVww,DC21_24F_LpEnsMSolNwna,DC21_24F_LpEnsMsol_pEns,DC21_24F_LpEnsMSolsET,DC21_24F_LpEnsM_LpEns,DC21_24F_LpEnsMT,DC21_24FTMSEO,DC21_24FTMSolsEVww,DC21_24FTMSolNwna,DC21_24FTMsol_pEns,DC21_24FTMSolsET,DC21_24FTM_LpEns,DC21_24FTMT,TDCFSEOMSEO,TDCFSEOMSolsEVww,TDCFSEOMSolNwna,TDCFSEOMsol_pEns,TDCFSEOMSolsET,TDCFSEOM_LpEns,TDCFSEOMT,TDCFSolsEVwwMSEO,TDCFSolsEVwwMSolsEVww,TDCFSolsEVwwMSolNwna,TDCFSolsEVwwMsol_pEns,TDCFSolsEVwwMSolsET,TDCFSolsEVwwM_LpEns,TDCFSolsEVwwMT,TDCFSolNwnaMSEO,TDCFSolNwnaMSolsEVww,TDCFSolNwnaMSolNwna,TDCFSolNwnaMsol_pEns,TDCFSolNwnaMSolsET,TDCFSolNwnaM_LpEns,TDCFSolNwnaMT,TDCFSol_pEnsMSEO,TDCFSol_pEnsMSolsEVww,TDCFSol_pEnsMSolNwna,TDCFSol_pEnsMsol_pEns,TDCFSol_pEnsMSolsET,TDCFSol_pEnsM_LpEns,TDCFSol_pEnsMT,TDCFSolsETMSEO,TDCFSolsETMSolsEVww,TDCFSolsETMSolNwna,TDCFSolsETMsol_pEns,TDCFSolsETMSolsET,TDCFSolsETM_LpEns,TDCFSolsETMT,TDCF_LpEnsMSEO,TDCF_LpEnsMSolsEVww,TDCF_LpEnsMSolNwna,TDCF_LpEnsMsol_pEns,TDCF_LpEnsMSolsET,TDCF_LpEnsM_LpEns,TDCF_LpEnsMT,TDCFTMSEO,TDCFTMSolsEVww,TDCFTMSolNwna,TDCFTMsol_pEns,TDCFTMSolsET,TDCFTM_LpEns,TDCFTMT
5103016,0,0,23,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,23,6,0,0,6,0,34,19,0,0,0,0,0,16,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,19,5,0,0,7,0,19,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,113,0,0,0,0,0,113,9,12,3,0,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,0,13,0,23,0,0,0,0,0,0,0,122,11,3,0,16,0,134
5103017,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,0,0,3,0,48,6,7,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,7,0,13,0,0,0,0,0,0,0,50,9,0,0,9,0,59
5103018,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,3,0,25,11,0,0,0,0,0,11,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,11,3,0,0,3,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,10,76,6,0,0,6,0,81,7,30,0,0,30,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,0,0,30,0,37,0,0,0,0,0,0,0,83,35,0,0,35,0,118
5103101,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,43,0,0,0,0,0,44
5103102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103103,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,59,0,0,0,0,0,59,6,10,0,0,10,0,18,0,4,0,0,4,0,4,0,0,0,0,0,0,0,6,9,0,0,9,0,21,0,0,0,0,0,0,0,62,13,0,0,13,0,79
5103104,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,62,3,0,0,3,0,63,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,67,3,0,0,3,0,72
5103105,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,6,49,3,0,0,3,0,55,5,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,3,0,0,0,0,0,0,0,58,5,0,0,5,0,57
5103106,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,3,0,13,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,4,0,0,4,0,91,3,12,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,9,0,10,0,0,0,0,0,0,0,87,18,0,0,14,0,100
5103107,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,12,0,0,0,0,0,12,0,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,0,0,0,0,0,21,4,0,0,4,0,24
5103108,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,14,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,67,0,0,0,0,0,67,8,9,0,0,9,0,16,0,0,3,0,3,0,3,0,0,0,0,0,0,0,8,7,3,0,10,0,18,0,0,0,0,0,0,0,75,7,3,0,10,0,82
5103109,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,13,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,30,3,0,0,3,0,38,4,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,3,0,0,0,0,0,5,5,33,7,0,0,7,5,45
5103110,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,4,0,12,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,13,11,0,0,11,0,19
5103111,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,3,13,0,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,18,0,20,0,0,0,0,0,0,0,25,13,0,0,18,0,40
5103112,0,0,11,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,7,3,0,0,3,0,13,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,42,3,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,10,0,0,0,0,0,0,0,47,3,0,0,3,0,56
5103113,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,0,0,3,0,75,0,11,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0,0,0,0,73,13,0,0,13,0,86
5103114,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5,0,0,5,0,49,0,19,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,17,0,0,0,0,0,0,0,48,23,0,0,23,0,68
5103115,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,14,3,3,0,0,3,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,3,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,66,3,0,0,3,0,72,14,4,0,4,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,4,4,0,17,0,0,0,0,0,0,0,84,6,0,4,10,0,93
5103116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103117,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,8,6,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,49,0,0,0,0,0,49,3,14,0,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,14,0,13,0,0,0,0,0,3,3,47,12,0,0,12,3,67
5103118,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,34,0,0,0,0,0,34,3,13,0,0,13,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,13,0,0,14,0,16,0,0,0,0,0,0,0,36,13,0,0,14,0,50
5103119,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,15,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,60,0,0,0,0,0,59,3,6,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,9,0,0,0,0,0,0,0,61,7,0,0,7,0,66
5103120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,5,0,0,0,0,0,0,0,13,8,0,0,8,0,18
5103121,0,0,3,4,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,12,3,0,0,0,0,0,7,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,7,7,0,0,7,0,7,6,0,0,0,0,0,6,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,6,3,0,0,3,0,4,62,0,0,0,0,0,68,8,26,0,0,26,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,0,0,26,0,33,0,0,0,0,0,0,0,70,30,0,0,30,0,99
5103201,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,43,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,47,3,0,0,3,0,51
5103202,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,33,0,0,0,0,0,33,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,36,0,0,0,0,0,35
5103203,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,0,7,0,34,3,0,0,0,0,0,5,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,6,0,0,0,0,0,0,0,27,15,0,0,15,0,40
