SA1_7DIGITCODE_2016,F_Mgmt_Cmrce_35_44,F_Mgmt_Cmrce_45_54,F_Mgmt_Cmrce_55_64,F_Mgmt_Cmrce_65_74,F_Mgmt_Cmrce_75_84,F_Mgmt_Cmrce_85_over,F_Mgmt_Cmrce_Tot,F_Scty_Cul_15_24_yr,F_Scty_Cul_25_34_yr,F_Scty_Cul_35_44_yr,F_Scty_Cul_45_54_yr,F_Scty_Cul_55_64_yr,F_Scty_Cul_65_74_yr,F_Scty_Cul_75_84_yr,F_Scty_Cul_85_yr_over,F_Scty_Cul_Tot,F_Crtve_Arts_15_24_yr,F_Crtve_Arts_25_34_yr,F_Crtve_Arts_35_44_yr,F_Crtve_Arts_45_54_yr,F_Crtve_Arts_55_64_yr,F_Crtve_Arts_65_74_yr,F_Crtve_Arts_75_84_yr,F_Crtve_Arts_85_yr_over,F_Crtve_Arts_Tot,F_FoodHos_PsnlSvcs_15_24,F_FoodHos_PsnlSvcs_25_34,F_FoodHos_PsnlSvcs_35_44,F_FoodHos_PsnlSvcs_45_54,F_FoodHos_PsnlSvcs_55_64,F_FoodHos_PsnlSvcs_65_74,F_FoodHos_PsnlSvcs_75_84,F_FoodHos_PsnlSvcs_85_over,F_FoodHos_PsnlSvcs_Tot,F_Mix_Fld_Prog_15_24,F_Mix_Fld_Prog_25_34,F_Mix_Fld_Prog_35_44,F_Mix_Fld_Prog_45_54,F_Mix_Fld_Prog_55_64,F_Mix_Fld_Prog_65_74,F_Mix_Fld_Prog_75_84,F_Mix_Fld_Prog_85,F_Mix_Fld_Prog_Tot,F_Fld_stud_inad_desc_15_24,F_Fld_stud_inad_desc_25_34,F_Fld_stud_inad_desc_35_44,F_Fld_stud_inad_desc_45_54,F_Fld_stud_inad_desc_55_64,F_Fld_stud_inad_desc_65_74,F_Fld_stud_inad_desc_75_84,F_Fld_stud_inad_desc_85,F_Fld_stud_inad_desc_Tot,F_Fld_stud_ns_15_24_yr,F_Fld_stud_ns_25_34_yr,F_Fld_stud_ns_35_44_yr,F_Fld_stud_ns_45_54_yr,F_Fld_stud_ns_55_64_yr,F_Fld_stud_ns_65_74_yr,F_Fld_stud_ns_75_84_yr,F_Fld_stud_ns_85_yr_over,F_Fld_stud_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Nat_Phy_Sci_15_24,P_Nat_Phy_Sci_25_34,P_Nat_Phy_Sci_35_44,P_Nat_Phy_Sci_45_54,P_Nat_Phy_Sci_55_64,P_Nat_Phy_Sci_65_74,P_Nat_Phy_Sci_75_84,P_Nat_Phy_Sci_85,P_Nat_Phy_Sci_Tot,P_IT_15_24,P_IT_25_34,P_IT_35_44,P_IT_45_54,P_IT_55_64,P_IT_65_74,P_IT_75_84,P_IT_85,P_IT_Tot,P_Egnr_rel_Tech_15_24,P_Egnr_rel_Tech_25_34,P_Egnr_rel_Tech_35_44,P_Egnr_rel_Tech_45_54,P_Egnr_rel_Tech_55_64,P_Egnr_rel_Tech_65_74,P_Egnr_rel_Tech_75_84,P_Egnr_rel_Tech_85,P_Egnr_rel_Tech_Tot,P_Arc_Bld_15_24,P_Arc_Bld_25_34,P_Arc_Bld_35_44,P_Arc_Bld_45_54,P_Arc_Bld_55_64,P_Arc_Bld_65_74,P_Arc_Bld_75_84,P_Arc_Bld_85_over,P_Arc_Bld_Tot,P_Agric_Env_Rel_Stud_15_24,P_Agric_Env_Rel_Stud_25_34,P_Agric_Env_Rel_Stud_35_44,P_Agric_Env_Rel_Stud_45_54,P_Agric_Env_Rel_Stud_55_64,P_Agric_Env_Rel_Stud_65_74,P_Agric_Env_Rel_Stud_75_84,P_Agric_Env_Rel_Stud_85,P_Agric_Envir_Rel_Stud_Tot,P_Hlth_15_24_yr,P_Hlth_25_34_yr,P_Hlth_35_44_yr,P_Hlth_45_54_yr,P_Hlth_55_64_yr,P_Hlth_65_74_yr,P_Hlth_75_84_yr,P_Hlth_85_yr_over,P_Hlth_Tot,P_Edu_15_24_yr,P_Edu_25_34_yr,P_Edu_35_44_yr,P_Edu_45_54_yr,P_Edu_55_64_yr,P_Edu_65_74_yr,P_Edu_75_84_yr,P_Edu_85_yr_over,P_Edu_Tot,P_Mgmt_Cmrce_15_24,P_Mgmt_Cmrce_25_34,P_Mgmt_Cmrce_35_44,P_Mgmt_Cmrce_45_54,P_Mgmt_Cmrce_55_64,P_Mgmt_Cmrce_65_74,P_Mgmt_Cmrce_75_84,P_Mgmt_Cmrce_85_over,P_Mgmt_Cmrce_Tot,P_Scty_Cul_15_24_yr,P_Scty_Cul_25_34_yr,P_Scty_Cul_35_44_yr,P_Scty_Cul_45_54_yr,P_Scty_Cul_55_64_yr,P_Scty_Cul_65_74_yr,P_Scty_Cul_75_84_yr,P_Scty_Cul_85_yr_over,P_Scty_Cul_Tot,P_Crtve_Arts_15_24_yr,P_Crtve_Arts_25_34_yr,P_Crtve_Arts_35_44_yr,P_Crtve_Arts_45_54_yr,P_Crtve_Arts_55_64_yr,P_Crtve_Arts_65_74_yr,P_Crtve_Arts_75_84_yr,P_Crtve_Arts_85_yr_over,P_Crtve_Arts_Tot,P_FoodHos_PsnlSvcs_15_24,P_FoodHos_PsnlSvcs_25_34,P_FoodHos_PsnlSvcs_35_44,P_FoodHos_PsnlSvcs_45_54,P_FoodHos_PsnlSvcs_55_64,P_FoodHos_PsnlSvcs_65_74,P_FoodHos_PsnlSvcs_75_84,P_FoodHos_PsnlSvcs_85_over,P_FoodHos_PsnlSvcs_Tot,P_Mix_Fld_Prog_15_24,P_Mix_Fld_Prog_25_34,P_Mix_Fld_Prog_35_44,P_Mix_Fld_Prog_45_54,P_Mix_Fld_Prog_55_64,P_Mix_Fld_Prog_65_74,P_Mix_Fld_Prog_75_84,P_Mix_Fld_Prog_85,P_Mix_Fld_Prog_Tot,P_Fld_stud_inad_desc_15_24,P_Fld_stud_inad_desc_25_34,P_Fld_stud_inad_desc_35_44,P_Fld_stud_inad_desc_45_54,P_Fld_stud_inad_desc_55_64,P_Fld_stud_inad_desc_65_74,P_Fld_stud_inad_desc_75_84,P_Fld_stud_inad_desc_85,P_Fld_stud_inad_desc_Tot,P_Fld_stud_ns_15_24_yr,P_Fld_stud_ns_25_34_yr,P_Fld_stud_ns_35_44_yr,P_Fld_stud_ns_45_54_yr,P_Fld_stud_ns_55_64_yr,P_Fld_stud_ns_65_74_yr,P_Fld_stud_ns_75_84_yr,P_Fld_stud_ns_85_yr_over,P_Fld_stud_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr
5106502,3,3,0,0,0,0,14,0,4,3,4,3,0,0,0,15,0,5,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,0,0,17,9,16,18,8,8,7,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,12,0,6,4,3,0,38,3,3,5,0,0,4,0,0,15,3,0,0,0,0,0,0,0,3,0,5,3,0,4,0,0,0,12,0,0,0,0,0,3,0,0,5,3,5,3,0,0,0,0,0,13,0,4,3,5,3,0,0,0,17,0,5,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,8,4,0,29,18,33,31,18
5106503,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,4,8,6,12,9,7,0,0,51,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,7,6,3,0,0,35,0,7,0,0,0,0,0,0,12,0,3,0,4,0,0,0,0,6,0,0,3,0,6,0,0,0,12,0,0,0,3,3,3,0,0,11,0,3,3,3,0,0,0,0,13,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,5,3,0,21,6,19,19,24
5106504,3,5,0,3,0,0,10,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,9,3,8,7,22,8,12,3,0,57,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,10,4,4,0,0,25,0,3,0,0,4,3,0,0,12,0,0,0,0,3,0,0,0,6,0,0,0,4,0,3,0,0,12,0,0,0,3,3,3,0,0,13,0,0,3,6,3,3,0,0,13,0,0,0,6,0,3,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,16,7,12,7,40
5106505,5,8,7,0,0,0,28,0,5,0,3,4,0,0,0,18,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,7,0,0,0,21,12,23,17,25,32,10,3,0,130,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,8,11,7,18,8,3,0,59,0,0,8,0,3,4,3,0,20,0,0,3,3,4,3,0,0,9,0,4,0,3,5,7,0,0,18,3,3,9,6,8,3,0,0,27,3,8,7,8,7,3,0,0,34,3,8,0,4,5,0,0,0,29,3,3,0,0,0,0,0,0,8,3,3,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,10,7,3,4,0,36,27,43,39,48
5106506,3,7,0,3,0,0,12,0,0,0,4,0,3,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,16,7,10,12,14,7,15,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,7,0,3,0,32,0,4,0,0,0,3,3,0,11,0,0,0,0,3,0,0,0,3,0,3,3,3,0,0,0,0,8,0,0,0,4,0,0,0,0,4,0,4,3,7,0,0,0,0,14,0,0,4,4,0,4,0,0,14,0,0,0,0,0,3,0,0,5,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,8,6,3,26,9,10,21,31
5106507,5,3,0,0,0,0,9,0,0,4,0,5,3,0,0,15,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,4,5,19,13,11,5,5,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,4,3,0,30,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,3,3,3,4,0,0,13,0,3,5,3,7,5,3,0,24,0,3,8,4,0,5,0,0,16,0,0,4,0,5,3,0,0,11,0,0,3,0,3,0,0,0,11,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,0,16,8,12,32,31
5106508,12,8,6,3,0,0,28,3,3,0,8,4,3,0,0,24,0,7,0,0,4,0,0,0,10,3,3,0,9,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,3,3,0,20,17,24,32,41,19,17,12,3,168,0,3,0,0,3,0,0,0,7,0,3,0,4,0,0,0,0,11,5,4,5,7,5,0,8,0,38,0,0,0,8,3,0,3,0,13,0,3,5,5,0,0,0,0,13,3,8,9,7,3,0,3,0,33,0,7,5,4,4,3,0,0,21,6,3,13,12,9,7,0,0,48,5,7,3,8,3,6,0,0,41,0,7,0,0,4,0,0,0,10,4,5,3,8,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,9,3,10,3,4,3,3,0,40,36,47,58,71
5106509,3,9,3,0,0,0,20,0,6,3,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,8,12,3,4,0,38,11,25,23,24,19,8,3,0,120,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,9,15,13,5,0,0,50,3,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,6,10,4,0,0,0,24,0,3,3,0,0,3,0,0,11,4,4,6,6,3,0,0,0,21,0,7,5,5,4,0,0,0,17,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,13,7,12,14,24,15,4,3,85,21,39,47,54
5106510,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,6,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,10,5,8,6
5106511,5,0,4,0,0,0,15,0,3,0,0,3,0,0,0,13,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,15,10,16,17,11,12,10,3,0,71,0,0,5,0,0,0,0,0,6,0,3,0,0,0,0,0,0,4,3,13,10,5,3,3,0,0,32,3,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,3,0,0,4,0,0,8,3,0,0,3,0,0,0,0,8,0,10,5,0,6,0,0,0,20,0,4,3,0,3,3,0,0,18,0,0,3,0,0,0,0,0,5,0,3,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,3,7,0,3,0,0,29,19,49,32,28
5106512,4,7,4,0,0,0,23,0,7,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,9,3,0,0,0,18,18,23,19,19,13,3,0,0,91,3,0,0,0,0,3,0,0,8,8,4,0,0,0,0,0,0,11,3,9,12,16,3,3,0,0,43,0,3,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,3,0,3,4,0,3,0,0,0,16,0,0,4,0,3,0,0,0,3,12,6,12,8,3,4,0,0,38,0,4,4,0,3,0,0,0,20,0,0,0,0,4,0,0,0,4,0,7,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,4,0,6,4,3,0,0,32,33,51,35,38
5106513,12,7,0,0,0,0,34,3,7,6,3,0,0,0,0,17,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,0,10,3,0,26,19,33,28,24,9,17,6,0,134,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,8,0,8,13,6,16,7,3,0,55,4,4,0,7,3,3,0,0,24,0,0,5,0,0,0,0,0,4,0,4,3,3,0,3,0,0,17,0,0,0,6,4,0,0,0,11,3,21,16,10,0,0,0,0,46,3,11,5,3,3,0,0,0,25,4,0,4,0,0,0,0,0,8,0,5,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,3,18,7,0,53,33,62,56,44
5106514,6,0,3,0,0,0,14,0,5,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,3,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,12,13,17,6,13,6,0,0,61,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,4,10,3,3,0,0,24,3,3,0,0,3,0,0,0,11,3,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,9,0,3,3,0,3,0,0,0,9,5,4,6,0,3,0,0,0,19,0,6,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,3,0,3,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,15,19,21,21
5106601,0,3,0,0,0,0,14,3,3,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,7,3,4,0,28,13,32,22,11,10,3,4,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,14,3,3,0,0,32,0,3,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,4,0,7,3,5,0,0,0,0,17,3,5,6,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,3,6,8,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,6,13,9,5,5,0,0,47,23,49,38,30
5106602,3,0,3,0,0,0,24,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,3,0,0,19,12,23,18,4,8,3,3,0,79,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,5,9,3,7,3,0,26,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,12,0,0,3,0,0,0,0,0,7,6,14,8,0,3,0,0,0,32,8,3,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,0,0,3,0,0,25,23,38,36,20
5106603,10,0,3,0,0,0,23,0,3,3,3,0,0,0,0,9,0,3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,6,7,22,35,83,15,26,26,16,10,12,26,35,172,0,3,3,0,0,0,0,0,7,0,3,0,0,0,0,0,0,3,3,8,5,4,3,3,0,0,32,0,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,8,0,4,5,3,0,0,0,0,13,0,6,4,3,3,3,0,0,16,6,8,10,6,5,0,0,0,31,0,4,6,4,0,4,0,0,22,0,5,0,0,0,0,0,0,7,5,3,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,6,5,11,9,13,24,46,124,34,52,43,30
5106604,3,3,0,0,0,0,21,0,4,6,3,3,0,0,0,18,6,3,0,0,0,0,0,0,9,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,17,18,37,20,13,8,10,3,0,115,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,7,16,7,4,0,0,0,32,0,0,0,0,0,0,0,0,8,0,5,0,3,0,0,0,0,8,3,8,7,3,5,0,0,0,25,0,6,0,0,0,0,0,0,12,3,6,6,7,0,0,0,0,32,0,13,5,3,3,3,0,0,29,6,7,0,0,3,0,0,0,13,0,3,4,4,0,0,0,0,14,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,0,11,3,4,3,8,3,0,31,26,70,46,33
5106605,6,0,4,0,0,0,19,0,3,4,3,7,0,0,0,15,0,3,0,0,0,0,0,0,8,0,3,5,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,3,11,26,44,108,18,35,28,19,21,13,26,43,202,0,0,3,0,0,0,0,0,4,0,5,3,0,0,0,0,0,10,7,14,13,7,0,3,0,3,41,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,3,3,8,12,0,0,0,0,0,26,3,5,3,0,0,3,0,0,16,4,16,12,3,4,6,0,0,46,0,4,7,3,10,0,0,0,28,3,4,0,3,0,0,0,0,12,0,3,5,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,3,12,10,15,47,61,163,26,81,58,34
5106606,3,0,4,0,0,0,14,4,10,4,3,0,0,0,0,20,0,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,0,3,3,0,5,0,23,19,23,17,13,10,3,3,0,95,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,4,9,9,0,3,3,0,0,31,0,0,3,0,0,0,0,0,9,0,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,0,3,0,4,0,0,0,0,9,3,8,8,0,7,0,0,0,24,6,17,4,3,0,3,0,0,32,0,0,3,0,3,0,0,0,6,0,11,0,3,0,4,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,9,3,8,11,0,11,3,58,31,54,37,28
5106607,0,3,3,0,0,0,23,0,4,7,0,7,3,0,0,24,0,0,3,0,0,0,0,0,10,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,4,4,0,25,15,29,21,23,15,13,3,3,118,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,3,3,7,9,5,4,3,3,3,35,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,6,5,8,4,4,0,0,27,0,0,5,0,4,0,0,0,10,5,14,4,4,9,3,0,0,39,3,7,8,0,6,7,0,0,37,0,3,3,0,0,0,0,0,13,0,0,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,6,5,5,9,3,43,24,52,42,43
5106608,4,3,4,4,0,0,40,3,10,0,4,0,0,0,0,22,0,0,0,0,0,0,0,0,4,3,5,0,3,0,0,0,0,12,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,18,10,3,11,3,3,0,3,58,31,63,22,35,18,8,3,4,187,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,8,8,24,24,22,11,8,0,0,93,3,0,4,0,0,0,0,0,12,0,5,0,0,0,0,0,0,9,0,6,11,6,5,0,0,0,35,3,3,0,3,0,0,0,0,11,6,30,10,7,4,4,0,0,64,6,17,3,4,0,0,0,0,35,0,4,0,0,0,0,0,0,9,3,8,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,3,11,31,29,19,18,14,9,3,3,117,65,133,72,64
5106609,7,6,3,0,0,0,41,5,5,4,4,3,0,0,0,17,0,8,0,0,0,0,0,0,7,3,3,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,12,5,3,3,7,0,57,41,54,28,21,17,5,8,6,177,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,9,7,16,10,6,4,4,6,4,63,0,0,0,3,3,4,0,0,13,0,0,0,0,0,0,0,0,7,6,7,7,3,3,3,0,0,28,3,3,3,3,3,0,0,0,16,14,19,12,9,7,0,0,0,61,5,7,3,3,3,0,0,0,23,0,8,4,0,0,0,0,0,13,9,3,3,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,27,29,16,9,3,10,4,124,62,103,75,56
5106610,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,13,24,3,3,5,13,7,13,5,11,54,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,15,0,0,4,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,13,0,0,0,3,3,3,0,0,10,0,0,5,3,0,0,0,0,11,0,0,0,5,0,0,0,0,10,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,15,10,14,16,61,4,10,13,29
5106611,5,0,0,0,0,0,14,0,3,4,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,0,0,0,15,3,14,17,22,8,4,0,0,76,0,0,0,4,3,0,0,0,4,0,0,4,0,0,0,0,0,5,0,3,0,0,3,0,0,0,12,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,8,0,3,0,0,0,0,13,0,0,0,3,4,0,0,0,15,3,0,6,3,3,0,0,0,24,0,3,4,8,0,0,0,0,19,0,0,0,0,0,0,0,0,4,0,0,3,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,8,5,0,0,0,22,14,26,31,40
5106615,3,7,3,3,0,0,23,0,6,4,3,6,0,0,0,23,0,0,5,6,0,0,0,0,16,0,0,3,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,13,12,15,10,13,10,82,19,30,48,55,33,23,18,15,234,0,8,8,3,0,0,0,0,20,0,0,4,5,3,0,0,0,7,7,8,7,18,3,4,0,0,51,0,3,5,4,3,4,3,0,22,0,3,0,0,0,0,0,0,10,0,5,12,4,5,7,0,0,39,0,5,7,9,6,5,0,0,37,3,3,8,17,6,4,4,0,46,0,6,5,10,10,3,0,0,36,7,3,6,6,3,0,0,0,23,0,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,10,12,18,24,28,21,18,14,142,23,54,85,101
5106616,0,3,0,0,0,0,8,0,3,8,0,5,5,3,0,17,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,11,7,16,12,5,18,12,7,0,81,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,3,3,7,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,15,0,0,6,3,11,0,0,0,17,0,5,0,4,4,0,3,0,19,0,3,8,3,5,5,3,0,29,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,6,7,3,4,6,0,29,12,25,24,24
