SA2_MAINCODE_2016,M_Nat_Phy_Sci_15_24,M_Nat_Phy_Sci_25_34,M_Nat_Phy_Sci_35_44,M_Nat_Phy_Sci_45_54,M_Nat_Phy_Sci_55_64,M_Nat_Phy_Sci_65_74,M_Nat_Phy_Sci_75_84,M_Nat_Phy_Sci_85,M_Nat_Phy_Sci_Tot,M_IT_15_24,M_IT_25_34,M_IT_35_44,M_IT_45_54,M_IT_55_64,M_IT_65_74,M_IT_75_84,M_IT_85,M_IT_Tot,M_Egnr_rel_Tech_15_24,M_Egnr_rel_Tech_25_34,M_Egnr_rel_Tech_35_44,M_Egnr_rel_Tech_45_54,M_Egnr_rel_Tech_55_64,M_Egnr_rel_Tech_65_74,M_Egnr_rel_Tech_75_84,M_Egnr_rel_Tech_85,M_Egnr_rel_Tech_Tot,M_Arc_Bld_15_24,M_Arc_Bld_25_34,M_Arc_Bld_35_44,M_Arc_Bld_45_54,M_Arc_Bld_55_64,M_Arc_Bld_65_74,M_Arc_Bld_75_84,M_Arc_Bld_85_over,M_Arc_Bld_Tot,M_Agric_Env_Rel_Stud_15_24,M_Agric_Env_Rel_Stud_25_34,M_Agric_Env_Rel_Stud_35_44,M_Agric_Env_Rel_Stud_45_54,M_Agric_Env_Rel_Stud_55_64,M_Agric_Env_Rel_Stud_65_74,M_Agric_Env_Rel_Stud_75_84,M_Agric_Env_Rel_Stud_85,M_Agric_Envir_Rel_Stud_Tot,M_Hlth_15_24_yr,M_Hlth_25_34_yr,M_Hlth_35_44_yr,M_Hlth_45_54_yr,M_Hlth_55_64_yr,M_Hlth_65_74_yr,M_Hlth_75_84_yr,M_Hlth_85_yr_over,M_Hlth_Tot,M_Edu_15_24_yr,M_Edu_25_34_yr,M_Edu_35_44_yr,M_Edu_45_54_yr,M_Edu_55_64_yr,M_Edu_65_74_yr,M_Edu_75_84_yr,M_Edu_85_yr_over,M_Edu_Tot,M_Mgmt_Cmrce_15_24,M_Mgmt_Cmrce_25_34,M_Mgmt_Cmrce_35_44,M_Mgmt_Cmrce_45_54,M_Mgmt_Cmrce_55_64,M_Mgmt_Cmrce_65_74,M_Mgmt_Cmrce_75_84,M_Mgmt_Cmrce_85_over,M_Mgmt_Cmrce_Tot,M_Scty_Cul_15_24_yr,M_Scty_Cul_25_34_yr,M_Scty_Cul_35_44_yr,M_Scty_Cul_45_54_yr,M_Scty_Cul_55_64_yr,M_Scty_Cul_65_74_yr,M_Scty_Cul_75_84_yr,M_Scty_Cul_85_yr_over,M_Scty_Cul_Tot,M_Crtve_Arts_15_24_yr,M_Crtve_Arts_25_34_yr,M_Crtve_Arts_35_44_yr,M_Crtve_Arts_45_54_yr,M_Crtve_Arts_55_64_yr,M_Crtve_Arts_65_74_yr,M_Crtve_Arts_75_84_yr,M_Crtve_Arts_85_yr_over,M_Crtve_Arts_Tot,M_FoodHos_PsnlSvcs_15_24,M_FoodHos_PsnlSvcs_25_34,M_FoodHos_PsnlSvcs_35_44,M_FoodHos_PsnlSvcs_45_54,M_FoodHos_PsnlSvcs_55_64,M_FoodHos_PsnlSvcs_65_74,M_FoodHos_PsnlSvcs_75_84,M_FoodHos_PsnlSvcs_85_over,M_FoodHos_PsnlSvcs_Tot,M_Mix_Fld_Prog_15_24,M_Mix_Fld_Prog_25_34,M_Mix_Fld_Prog_35_44,M_Mix_Fld_Prog_45_54,M_Mix_Fld_Prog_55_64,M_Mix_Fld_Prog_65_74,M_Mix_Fld_Prog_75_84,M_Mix_Fld_Prog_85_over,M_Mix_Fld_Prog_Tot,M_Fld_stud_inad_desc_15_24,M_Fld_stud_inad_desc_25_34,M_Fld_stud_inad_desc_35_44,M_Fld_stud_inad_desc_45_54,M_Fld_stud_inad_desc_55_64,M_Fld_stud_inad_desc_65_74,M_Fld_stud_inad_desc_75_84,M_Fld_stud_inad_desc_85,M_Fld_stud_inad_desc_Tot,M_Fld_stud_ns_15_24_yr,M_Fld_stud_ns_25_34_yr,M_Fld_stud_ns_35_44_yr,M_Fld_stud_ns_45_54_yr,M_Fld_stud_ns_55_64_yr,M_Fld_stud_ns_65_74_yr,M_Fld_stud_ns_75_84_yr,M_Fld_stud_ns_85_yr_over,M_Fld_stud_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Nat_Phy_Sci_15_24,F_Nat_Phy_Sci_25_34,F_Nat_Phy_Sci_35_44,F_Nat_Phy_Sci_45_54,F_Nat_Phy_Sci_55_64,F_Nat_Phy_Sci_65_74,F_Nat_Phy_Sci_75_84,F_Nat_Phy_Sci_85,F_Nat_Phy_Sci_Tot,F_IT_15_24,F_IT_25_34,F_IT_35_44,F_IT_45_54,F_IT_55_64,F_IT_65_74,F_IT_75_84,F_IT_85,F_IT_Tot,F_Egnr_rel_Tech_15_24,F_Egnr_rel_Tech_25_34,F_Egnr_rel_Tech_35_44,F_Egnr_rel_Tech_45_54,F_Egnr_rel_Tech_55_64,F_Egnr_rel_Tech_65_74,F_Egnr_rel_Tech_75_84,F_Egnr_rel_Tech_85,F_Egnr_rel_Tech_Tot,F_Arc_Bld_15_24,F_Arc_Bld_25_34,F_Arc_Bld_35_44,F_Arc_Bld_45_54,F_Arc_Bld_55_64,F_Arc_Bld_65_74,F_Arc_Bld_75_84,F_Arc_Bld_85_over,F_Arc_Bld_Tot,F_Agric_Env_Rel_Stud_15_24,F_Agric_Env_Rel_Stud_25_34,F_Agric_Env_Rel_Stud_35_44,F_Agric_Env_Rel_Stud_45_54,F_Agric_Env_Rel_Stud_55_64,F_Agric_Env_Rel_Stud_65_74,F_Agric_Env_Rel_Stud_75_84,F_Agric_Env_Rel_Stud_85,F_Agric_Envir_Rel_Stud_Tot,F_Hlth_15_24_yr,F_Hlth_25_34_yr,F_Hlth_35_44_yr,F_Hlth_45_54_yr,F_Hlth_55_64_yr,F_Hlth_65_74_yr,F_Hlth_75_84_yr,F_Hlth_85_yr_over,F_Hlth_Tot,F_Edu_15_24_yr,F_Edu_25_34_yr,F_Edu_35_44_yr,F_Edu_45_54_yr,F_Edu_55_64_yr,F_Edu_65_74_yr,F_Edu_75_84_yr,F_Edu_85_yr_over,F_Edu_Tot,F_Mgmt_Cmrce_15_24,F_Mgmt_Cmrce_25_34
501021012,0,3,10,6,8,4,0,0,39,11,20,12,3,0,0,0,0,50,113,248,197,164,155,96,43,16,1034,30,93,40,41,40,34,14,3,290,5,14,9,10,11,3,4,0,64,3,9,18,14,21,5,0,3,73,3,8,13,21,17,12,7,0,87,14,32,46,48,27,25,11,3,206,6,6,17,18,7,7,3,0,72,5,11,3,3,3,3,4,0,35,8,20,25,17,12,10,3,0,100,0,0,0,0,0,0,0,0,0,0,4,11,6,3,3,0,3,31,42,41,49,53,50,47,60,44,377,241,505,459,404,362,250,152,71,2443,7,12,13,4,3,0,0,0,39,3,6,4,3,3,0,0,0,20,4,20,13,9,7,3,0,3,64,9,6,3,5,0,0,0,0,26,3,7,3,6,5,0,0,0,27,31,63,88,55,66,42,25,4,371,16,59,72,73,53,23,8,3,312,64,163
501021014,0,3,3,10,3,0,0,0,27,3,9,0,6,3,0,0,0,24,65,106,166,166,127,77,29,0,740,19,31,30,43,40,26,15,3,206,10,16,24,19,13,8,4,0,103,5,4,13,16,15,4,4,0,58,0,4,14,11,19,8,3,0,66,14,23,19,32,32,14,8,0,147,0,3,15,11,5,6,5,0,48,3,0,0,0,0,3,0,0,8,10,23,20,22,9,11,0,0,91,0,4,0,0,0,4,0,0,6,0,3,3,6,7,0,3,0,21,95,59,64,77,63,64,32,9,456,215,305,371,410,346,235,100,17,2008,4,6,8,11,3,0,0,0,32,0,3,4,3,4,0,0,0,14,4,16,10,8,3,5,0,0,41,0,3,3,0,0,0,0,0,10,3,11,10,9,0,4,0,0,37,13,36,50,52,59,42,12,5,267,8,27,62,73,47,25,9,0,250,37,67
501021015,0,0,0,0,7,3,3,0,13,9,16,12,6,0,0,0,0,36,44,135,111,84,91,73,29,7,578,20,51,32,27,33,26,11,0,204,0,7,6,4,4,7,3,0,30,5,13,13,8,6,4,3,0,47,0,4,8,22,18,3,5,0,61,3,31,25,19,34,3,3,3,115,8,7,11,3,7,3,7,0,47,4,7,3,8,3,4,0,0,24,4,19,21,16,7,0,0,0,69,0,0,0,0,0,0,0,0,4,0,3,8,3,3,0,0,0,20,46,28,20,41,33,27,17,13,225,149,321,256,242,248,161,75,28,1473,3,17,13,0,3,0,0,0,34,0,4,3,8,0,0,0,0,14,0,13,5,8,3,3,0,0,35,0,3,3,3,3,0,0,0,14,3,8,8,4,3,0,0,0,23,18,51,25,29,43,20,15,0,201,15,36,34,41,27,11,6,3,174,36,71
501021016,0,0,3,3,0,0,0,0,4,3,0,3,0,0,0,0,0,5,26,58,61,71,63,47,25,3,359,4,4,22,14,18,12,4,0,83,3,3,4,10,6,4,3,0,37,3,4,0,3,3,3,3,0,21,0,3,0,4,3,4,3,0,19,5,0,3,13,8,9,0,3,48,3,3,3,0,8,0,3,0,19,3,0,0,0,0,0,0,0,4,0,5,0,10,14,3,0,0,34,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,30,26,35,21,43,34,29,9,236,94,116,138,162,156,116,77,24,876,0,7,3,5,3,0,0,0,22,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,3,3,4,8,6,0,0,0,0,23,3,9,14,26,17,12,5,0,103,0,14,26,16,27,9,3,3,97,11,31
501021251,0,13,10,10,4,3,0,0,42,12,18,7,3,4,0,0,0,45,67,136,196,175,78,48,14,0,717,24,49,49,44,9,18,3,0,192,6,11,18,5,14,6,0,0,56,0,21,29,31,12,4,3,0,102,0,9,20,22,13,8,0,0,81,15,32,49,44,26,12,0,0,176,18,13,24,25,13,5,3,0,103,5,4,4,5,0,3,0,0,16,8,16,20,9,3,4,0,0,68,0,0,0,0,0,0,0,0,4,0,7,4,7,0,0,0,0,25,41,35,40,43,15,16,10,3,202,192,355,479,429,205,127,33,3,1819,0,11,9,8,0,0,0,0,38,0,10,15,3,0,0,0,0,25,3,17,7,9,3,3,0,0,43,0,3,6,3,0,0,0,0,18,5,3,13,4,0,0,0,0,26,22,85,94,78,47,25,4,0,354,13,43,99,89,32,16,7,0,295,61,89
501021252,0,0,4,9,8,3,0,0,23,4,0,3,0,0,0,0,0,7,26,26,65,91,73,35,9,0,323,4,6,15,18,26,6,5,5,85,3,7,4,6,6,5,0,0,31,0,0,3,13,15,4,0,0,48,0,6,5,7,10,7,0,0,33,3,4,10,14,16,6,3,0,63,4,4,4,3,11,3,0,0,24,3,3,0,0,0,0,0,0,9,0,0,0,8,7,3,0,0,19,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,9,17,3,8,13,9,15,9,0,65,68,55,123,191,184,92,29,6,745,3,0,12,3,3,0,0,0,20,0,0,0,4,0,0,0,0,3,0,0,3,8,6,0,0,0,17,0,0,0,0,0,0,0,0,6,0,0,4,4,0,0,0,0,12,9,12,23,47,48,10,3,0,158,4,6,27,30,35,10,6,0,121,10,18
501021253,5,20,15,18,15,19,6,0,99,11,15,17,4,0,0,0,0,49,59,176,190,181,198,114,71,16,1006,28,74,73,65,58,50,22,7,366,9,11,23,18,16,11,5,0,99,0,39,33,36,35,22,12,6,188,0,9,24,27,48,29,11,3,145,14,57,84,84,64,47,8,0,350,7,22,18,25,30,17,4,5,135,9,10,15,4,7,5,0,0,51,17,29,17,21,13,7,3,0,111,0,0,0,0,0,0,0,0,4,0,3,6,10,8,5,0,0,29,56,75,78,71,60,62,45,21,475,223,541,587,571,556,380,188,56,3098,3,23,18,10,5,4,0,0,68,4,12,3,3,3,3,0,0,24,9,14,15,5,5,3,3,5,59,5,17,11,12,7,0,0,0,46,0,13,19,9,10,3,0,0,49,36,116,93,106,130,55,39,16,580,14,54,99,102,122,70,22,9,494,66,126
501021254,0,3,6,6,4,3,3,0,25,3,7,3,4,0,0,0,0,19,30,79,66,60,57,42,15,0,344,18,34,21,18,20,14,4,3,122,0,0,6,4,4,0,0,0,22,0,9,8,5,3,4,4,0,34,0,0,9,6,14,3,3,0,35,12,12,12,15,15,8,4,0,70,8,0,11,7,6,6,0,0,40,4,3,0,3,0,3,0,0,13,7,10,17,10,3,6,5,0,54,3,0,3,0,0,3,0,0,6,0,4,0,4,0,0,0,0,11,35,43,33,35,24,30,18,11,225,122,212,194,182,143,119,51,14,1028,0,3,0,3,0,0,0,0,16,0,3,3,3,0,0,0,0,11,3,9,9,4,3,4,0,0,31,0,3,0,0,0,0,0,0,4,0,8,10,4,3,0,0,0,17,11,22,25,19,31,11,13,0,133,6,28,27,30,20,13,6,0,124,25,43
501031017,0,3,5,6,11,9,4,0,33,3,3,3,7,0,0,0,0,17,21,46,78,105,124,107,32,5,508,15,22,15,25,29,23,13,0,149,7,11,17,21,16,18,3,3,100,0,0,10,7,5,8,4,0,46,0,0,6,13,19,18,3,0,70,3,4,18,13,23,26,4,0,86,0,3,12,6,11,15,0,0,48,0,0,9,3,5,3,0,0,22,0,4,5,4,13,4,0,0,36,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,8,32,22,19,58,43,51,40,12,278,82,138,197,268,309,292,113,20,1421,0,0,15,0,4,0,0,0,27,0,0,3,0,3,3,0,0,5,6,0,3,3,5,6,0,0,28,0,0,0,3,0,0,0,0,8,5,10,17,25,7,7,0,0,65,5,22,26,48,60,45,17,3,233,11,29,53,41,51,43,8,0,233,19,20
501031018,0,4,5,0,9,9,3,0,32,3,4,3,0,0,5,0,0,12,20,65,96,96,94,55,27,8,454,10,13,18,21,31,18,11,0,128,3,15,11,17,22,19,4,3,101,0,11,7,9,9,12,3,0,54,0,0,5,12,21,22,3,0,60,0,7,11,15,22,21,8,0,88,0,9,3,7,7,16,4,0,50,0,3,5,0,12,3,0,0,27,3,3,10,13,7,3,0,0,39,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,11,42,31,38,34,45,57,26,7,288,93,176,209,233,275,240,88,21,1333,3,9,10,8,6,5,0,0,35,0,0,0,0,0,5,0,0,8,0,3,4,4,4,0,0,0,18,0,0,3,3,0,0,0,0,7,4,11,15,0,9,0,0,0,48,8,27,24,37,60,31,10,5,195,4,23,35,40,55,32,10,0,193,19,44
501031019,0,3,3,3,10,6,0,0,25,3,3,3,0,0,0,0,0,7,31,52,46,67,69,42,22,7,329,20,32,4,22,17,11,8,0,112,15,19,26,21,31,8,3,0,118,0,6,5,0,3,3,0,0,21,0,11,15,7,15,5,7,0,51,7,9,16,10,9,11,7,0,68,0,6,3,9,3,6,0,0,24,4,0,0,3,0,0,0,0,8,3,11,14,13,8,0,3,3,55,0,0,0,0,0,0,0,0,3,0,4,0,3,0,4,0,0,11,40,25,33,42,43,21,24,10,242,122,184,174,205,197,115,66,20,1085,0,4,4,10,5,0,0,0,17,0,3,0,3,6,0,0,0,9,3,0,4,0,0,0,3,0,9,0,0,0,0,0,0,0,0,3,0,13,15,3,0,0,0,0,31,3,19,20,26,35,20,10,3,127,4,25,48,38,28,15,0,4,168,31,45
501031020,0,0,11,7,7,6,3,0,32,0,3,7,3,6,3,0,0,19,13,25,45,77,95,76,35,3,371,7,11,14,17,28,34,10,0,117,5,9,7,31,20,13,0,0,95,0,0,3,11,10,9,3,0,34,0,8,3,10,19,8,6,0,51,3,3,12,10,21,13,3,0,73,3,3,4,4,11,15,4,0,50,0,3,4,3,0,8,0,0,18,0,10,12,8,7,6,5,0,44,0,0,0,0,0,0,0,0,3,0,3,3,3,4,0,0,0,13,36,32,41,53,57,59,34,3,312,71,111,158,247,289,247,104,10,1237,0,6,11,6,3,3,0,0,27,0,0,4,0,0,0,0,0,9,0,3,3,3,3,3,0,0,13,0,4,3,8,0,0,0,0,14,3,9,10,7,6,3,0,0,39,3,10,24,39,57,43,21,3,196,3,9,18,49,48,26,12,3,165,11,29
502011021,0,0,3,3,7,3,3,3,23,15,5,3,3,7,4,0,0,31,21,72,115,140,134,121,47,7,659,10,45,49,50,33,38,21,3,253,9,5,7,6,5,5,5,0,45,0,0,10,13,11,3,6,0,43,0,6,12,8,15,11,3,0,60,0,13,24,20,22,29,14,0,116,5,10,8,9,8,16,6,0,57,0,0,7,7,0,9,0,0,18,0,9,13,13,5,15,3,0,59,0,0,0,0,0,0,0,0,0,4,3,6,0,10,4,0,0,27,25,20,25,32,33,29,19,0,190,93,189,274,310,286,285,134,13,1583,7,5,10,6,3,3,0,0,34,0,3,3,0,0,0,0,0,5,5,3,3,3,3,4,5,0,21,0,3,7,0,3,0,0,0,11,0,8,11,4,0,0,0,0,22,9,40,48,36,53,33,13,0,222,11,23,52,60,35,17,10,3,216,16,54
502011022,0,3,10,10,4,9,0,0,40,3,5,7,3,5,3,3,0,33,42,90,115,135,148,150,55,8,756,31,52,43,53,49,40,28,8,304,4,5,11,13,6,8,10,0,53,0,3,11,16,12,12,3,3,66,0,13,9,20,25,14,9,3,98,11,14,28,30,33,39,16,3,168,14,9,19,13,22,12,5,3,87,4,0,3,6,4,5,0,0,25,4,13,18,19,19,7,4,0,75,0,0,0,0,0,0,0,0,3,4,0,3,6,3,0,3,0,16,32,21,29,40,31,52,41,15,260,147,218,312,367,366,354,177,40,1987,6,11,6,11,3,3,0,0,36,0,0,6,4,0,3,0,0,18,3,0,4,6,5,4,0,3,29,0,0,0,5,0,0,0,0,7,3,9,9,3,3,0,0,0,29,21,38,43,58,51,54,14,3,289,13,41,65,77,66,37,11,0,309,31,54
502011023,0,3,4,3,0,3,0,0,19,16,10,8,4,3,0,3,0,44,42,96,102,130,109,96,98,22,701,16,59,26,42,32,38,40,9,255,5,7,6,10,11,0,3,0,43,0,4,12,9,4,3,5,6,47,3,0,6,11,17,3,12,5,60,8,19,23,24,17,11,25,7,132,13,12,11,5,17,14,11,4,79,11,5,6,0,3,3,8,4,39,10,21,24,16,19,6,0,0,100,3,0,0,0,0,4,3,0,14,0,0,6,14,3,3,3,0,27,42,40,32,41,41,40,56,25,315,185,284,265,312,271,230,271,81,1891,9,9,4,5,9,0,0,0,37,3,9,4,4,0,4,0,0,22,3,9,3,7,7,5,17,5,47,3,0,4,0,0,0,0,0,10,0,11,11,6,3,0,0,0,31,19,50,44,46,52,40,36,10,290,13,34,48,56,39,15,24,3,238,34,72
502011024,4,4,11,12,17,12,9,7,76,19,19,5,9,7,3,0,0,67,98,185,260,280,265,263,135,37,1523,52,64,103,107,70,74,64,11,538,6,14,19,17,10,30,5,0,103,3,7,31,32,36,23,3,6,146,3,7,25,26,52,25,16,8,158,17,26,52,85,68,93,47,8,394,21,32,28,30,27,25,20,0,169,16,6,4,5,5,7,8,0,65,19,23,27,27,16,14,11,3,138,0,0,0,0,0,5,0,0,7,3,9,3,9,3,5,3,0,44,68,47,66,61,62,77,71,47,494,326,453,628,708,639,661,395,116,3935,6,19,23,13,11,3,0,4,76,0,3,9,4,3,0,0,0,17,9,10,16,14,12,9,3,0,73,0,0,3,4,3,3,0,0,19,3,4,12,15,4,0,0,0,42,29,69,90,130,122,89,54,8,586,30,101,131,133,122,76,34,3,620,59,121
502011025,3,12,3,4,6,13,0,3,45,10,17,16,3,6,3,0,0,56,35,81,98,110,133,128,80,21,688,26,50,29,44,57,44,8,7,264,5,12,18,9,10,8,3,4,63,4,14,11,17,16,9,0,0,71,3,12,6,15,15,18,10,4,76,20,33,31,36,32,29,14,3,195,10,21,21,18,18,12,3,0,102,4,6,3,4,3,3,0,0,27,12,25,16,13,11,12,7,4,97,3,0,0,0,0,4,0,0,12,0,5,0,3,3,4,4,0,27,67,74,65,76,74,83,69,34,533,195,352,325,352,386,370,201,78,2254,0,8,9,4,3,4,5,0,34,3,13,6,0,3,0,0,0,22,6,9,9,7,3,3,8,4,49,0,0,0,3,3,0,0,0,12,0,3,6,3,4,0,0,0,23,16,46,34,43,61,42,26,11,276,12,34,33,34,62,32,11,4,216,35,70
502011026,0,3,3,0,4,9,0,0,17,3,3,3,0,5,0,0,0,16,31,64,72,92,98,106,50,16,530,9,15,24,29,31,32,15,3,160,3,6,10,9,9,12,3,0,41,3,3,3,0,9,12,0,0,36,0,3,9,9,12,11,0,0,43,0,6,18,19,20,32,7,0,107,6,0,5,8,5,13,3,0,43,0,0,4,0,3,0,0,0,9,3,11,6,7,9,8,4,0,41,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,13,23,17,26,28,40,30,26,4,192,90,132,183,194,243,267,122,23,1252,0,0,4,4,0,0,3,0,15,0,6,4,3,3,0,0,0,15,0,0,7,0,3,5,0,0,26,0,4,0,0,0,0,0,0,10,0,5,5,3,3,0,0,0,20,16,21,22,20,41,25,14,3,174,5,22,26,44,36,10,5,3,155,23,35
502011027,4,16,13,18,14,6,0,3,69,31,28,34,20,7,4,0,0,118,124,315,320,290,209,162,87,31,1541,47,115,87,117,52,45,22,3,484,10,15,18,14,13,4,3,0,85,12,20,27,38,24,17,3,0,146,8,17,25,29,36,5,9,3,133,18,74,71,77,49,34,24,6,358,29,31,30,33,17,19,5,3,165,12,14,3,3,0,3,5,0,47,15,29,42,31,17,11,6,3,161,4,0,0,0,0,0,3,0,9,0,5,8,15,4,7,3,0,46,54,73,60,57,39,35,30,32,385,360,761,750,746,477,357,211,86,3744,3,22,19,18,4,0,0,0,71,6,4,9,4,4,0,0,0,29,8,19,21,16,10,4,3,3,71,3,8,5,3,0,0,0,0,19,4,12,10,6,0,0,0,0,37,38,119,119,133,97,53,24,10,601,35,102,135,106,93,41,12,3,527,76,191
502011028,0,7,6,3,4,4,0,0,21,3,14,11,5,4,3,0,0,38,45,101,85,131,148,148,98,25,780,18,43,22,38,39,47,36,8,256,4,8,11,5,13,11,6,3,63,3,15,5,13,19,9,7,0,68,3,3,3,10,12,18,9,0,58,11,21,27,24,31,39,14,3,173,9,20,9,17,24,16,3,0,102,7,5,3,4,5,3,0,0,38,11,17,17,12,11,4,9,0,82,0,0,0,0,0,3,0,0,4,0,5,3,7,5,6,3,0,31,43,32,32,50,49,73,69,40,394,161,284,239,331,366,389,253,83,2106,3,5,6,10,11,7,0,0,43,0,3,3,0,3,3,0,0,20,4,8,7,3,6,8,4,4,43,0,4,3,0,0,0,0,0,10,3,5,8,0,3,0,0,0,27,23,29,39,39,70,53,33,7,289,15,30,41,50,36,35,22,7,228,41,66
502011029,0,0,3,3,7,6,0,4,19,6,10,9,3,0,0,0,0,34,48,143,132,125,122,96,61,20,741,17,40,31,34,22,32,24,3,209,4,12,17,22,11,10,3,3,80,3,5,9,15,10,9,8,0,54,0,6,10,14,17,11,6,0,62,5,6,8,25,23,18,6,0,95,6,6,9,14,8,9,8,0,60,6,3,3,0,0,3,0,0,16,3,13,15,25,17,5,8,4,84,3,0,3,0,0,0,7,0,10,4,7,6,3,4,3,0,0,26,56,48,56,62,69,65,55,20,428,164,301,306,352,301,263,180,53,1916,3,5,9,6,0,0,0,0,25,0,5,0,3,0,0,0,0,8,0,11,10,0,0,8,0,4,29,3,3,6,0,0,0,0,0,13,9,8,14,9,3,0,0,0,44,22,46,43,43,41,36,24,7,265,9,37,61,50,32,25,11,0,231,30,72
503011030,7,3,14,36,39,16,13,4,134,5,3,7,12,7,0,0,0,34,19,32,51,106,86,53,49,19,408,11,12,11,30,18,10,17,8,123,0,3,0,7,4,6,7,0,28,8,6,23,54,50,28,21,3,198,0,3,10,9,12,10,11,3,56,25,20,67,139,94,46,31,22,448,7,12,19,50,34,16,17,7,158,3,13,3,11,5,8,3,0,39,3,3,5,3,0,4,3,0,23,0,3,0,0,0,0,0,0,7,0,0,4,3,3,0,3,0,16,15,16,3,21,13,9,10,6,82,104,123,220,471,366,203,176,76,1753,16,4,20,26,17,13,9,0,109,0,0,3,11,3,0,0,0,14,4,3,11,17,0,0,3,0,36,0,4,4,8,0,0,0,0,23,3,3,3,3,0,0,0,0,15,17,26,69,107,80,39,36,24,396,9,9,32,78,60,42,35,9,276,30,23
503011031,16,37,15,30,29,18,17,10,164,3,17,13,15,0,0,0,0,56,29,77,58,70,66,46,35,9,388,7,27,23,32,12,24,12,5,146,0,7,4,5,3,8,10,4,41,10,40,32,41,42,40,36,14,247,3,16,4,16,11,20,12,9,82,35,73,69,102,70,76,33,10,471,19,50,49,38,49,38,16,8,274,12,24,4,6,7,5,3,0,62,3,10,7,0,3,3,3,0,30,0,0,0,0,0,0,0,0,0,3,7,8,4,10,4,0,0,31,49,45,50,46,46,38,31,7,318,179,430,343,400,345,317,206,89,2309,27,32,19,13,14,14,9,11,135,4,4,6,12,6,0,0,0,24,6,15,16,12,3,0,0,3,48,4,27,6,12,11,3,0,0,59,6,4,0,10,4,0,0,0,23,17,95,61,115,94,89,67,35,578,3,23,30,68,75,70,41,24,328,24,93
503011032,16,19,34,34,27,23,12,4,164,0,4,8,4,16,3,0,0,36,21,70,64,61,82,64,33,7,394,10,32,24,20,32,17,6,0,146,0,3,9,0,17,10,10,0,47,6,35,40,63,57,26,15,4,247,0,4,3,3,20,11,5,4,54,20,78,97,146,88,59,19,7,508,15,39,31,58,51,43,11,6,259,7,19,13,9,14,5,0,0,66,0,10,4,4,3,0,4,0,23,0,0,0,0,0,0,0,0,0,0,4,6,3,6,0,3,0,21,28,35,20,27,26,24,11,4,178,129,354,359,431,429,282,130,41,2153,8,25,19,17,21,7,0,3,98,0,0,0,3,6,0,0,0,10,3,10,8,10,5,0,0,6,34,9,10,10,19,4,0,0,0,54,3,7,0,3,3,4,0,0,22,13,110,75,100,91,50,33,27,506,3,27,26,73,86,80,27,9,334,21,89
503011033,8,14,27,41,39,24,4,6,167,4,7,13,25,9,3,0,0,56,28,46,79,128,91,54,35,14,474,12,19,26,33,22,5,8,8,137,3,3,4,8,8,0,0,0,31,10,24,60,58,37,16,6,3,223,0,11,8,11,22,15,3,0,66,38,62,105,160,93,45,15,12,530,13,29,44,62,36,31,3,0,216,9,7,5,9,9,3,0,0,37,0,6,5,5,10,0,3,0,27,0,0,0,0,0,0,0,0,4,3,3,0,7,8,0,0,0,22,21,14,21,22,7,5,4,3,92,148,234,383,563,400,209,89,48,2082,10,13,27,31,23,4,0,0,111,0,0,7,5,0,0,0,0,13,4,8,21,9,7,3,0,0,57,0,8,6,10,3,0,0,0,27,0,0,11,4,0,0,0,0,18,15,65,104,134,101,42,29,12,504,11,19,49,82,91,43,14,14,317,18,58
503011034,13,28,24,37,32,30,9,4,172,0,19,9,15,4,0,0,0,54,21,93,73,91,105,73,30,13,509,9,42,28,46,30,17,16,4,189,0,9,12,12,5,6,6,0,63,8,32,53,53,42,42,20,4,260,0,11,17,19,26,15,4,3,99,38,84,130,147,104,74,25,4,599,17,45,40,70,53,54,25,3,297,15,27,8,16,12,12,3,0,89,4,26,7,9,9,3,0,0,58,0,0,0,0,0,0,3,0,7,0,6,5,5,4,0,0,0,24,33,59,39,52,47,49,42,32,361,154,477,459,587,477,375,178,68,2774,31,44,33,28,33,7,0,3,181,0,3,6,6,3,0,0,0,21,3,17,11,15,6,0,6,0,66,0,23,15,12,3,7,0,0,56,0,10,13,14,0,0,0,0,38,37,114,92,143,85,61,40,20,603,15,48,55,75,102,64,31,12,408,33,112
