SA2_MAINCODE_2016,DC15_17FSEOMSolsET,DC15_17FSEOM_LpEns,DC15_17FSEOMT,DC15_17FSolsEVwwMSEO,DC15_17FSolsEVwwMSolsEVww,DC15_17FSolsEVwwMSolNwna,DC15_17FSolsEVwwMsol_pEns,DC15_17FSolsEVwwMSolsET,DC15_17FSolsEVwwM_LpEns,DC15_17FSolsEVwwMT,DC15_17FSolNwnaMSEO,DC15_17FSolNwnaMSolsEVww,DC15_17FSolNwnaMSolNwna,DC15_17FSolNwnaMsol_pEns,DC15_17FSolNwnaMSolsET,DC15_17FSolNwnaM_LpEns,DC15_17FSolNwnaMT,DC15_17FSol_pEnsMSEO,DC15_17FSol_pEnsMSolsEVww,DC15_17FSol_pEnsMSolNwna,DC15_17FSol_pEnsMsol_pEns,DC15_17FSol_pEnsMSolsET,DC15_17FSol_pEnsM_LpEns,DC15_17FSol_pEnsMT,DC15_17FSolsETMSEO,DC15_17FSolsETMSolsEVww,DC15_17FSolsETMSolNwna,DC15_17FSolsETMsol_pEns,DC15_17FSolsETMSolsET,DC15_17FSolsETM_LpEns,DC15_17FSolsETMT,DC15_17F_LpEnsMSEO,DC15_17F_LpEnsMSolsEVww,DC15_17F_LpEnsMSolNwna,DC15_17F_LpEnsMsol_pEns,DC15_17F_LpEnsMSolsET,DC15_17F_LpEnsM_LpEns,DC15_17F_LpEnsMT,DC15_17FTMSEO,DC15_17FTMSolsEVww,DC15_17FTMSolNwna,DC15_17FTMsol_pEns,DC15_17FTMSolsET,DC15_17FTM_LpEns,DC15_17FTMT,DC18_20FSEOMSEO,DC18_20FSEOMSolsEVww,DC18_20FSEOMSolNwna,DC18_20FSEOMsol_pEns,DC18_20FSEOMSolsET,DC18_20FSEOM_LpEns,DC18_20FSEOMT,DC18_20FSolsEVwwMSEO,DC18_20FSolsEVwwMSolsEVww,DC18_20FSolsEVwwMSolNwna,DC18_20FSolsEVwwMsol_pEns,DC18_20FSolsEVwwMSolsET,DC18_20FSolsEVwwM_LpEns,DC18_20FSolsEVwwMT,DC18_20FSolNwnaMSEO,DC18_20FSolNwnaMSolsEVww,DC18_20FSolNwnaMSolNwna,DC18_20FSolNwnaMsol_pEns,DC18_20FSolNwnaMSolsET,DC18_20FSolNwnaM_LpEns,DC18_20FSolNwnaMT,DC18_20FSol_pEnsMSEO,DC18_20FSol_pEnsMSolsEVww,DC18_20FSol_pEnsMSolNwna,DC18_20FSol_pEnsMsol_pEns,DC18_20FSol_pEnsMSolsET,DC18_20FSol_pEnsM_LpEns,DC18_20FSol_pEnsMT,DC18_20FSolsETMSEO,DC18_20FSolsETMSolsEVww,DC18_20FSolsETMSolNwna,DC18_20FSolsETMsol_pEns,DC18_20FSolsETMSolsET,DC18_20FSolsETM_LpEns,DC18_20FSolsETMT,DC18_20F_LpEnsMSEO,DC18_20F_LpEnsMSolsEVww,DC18_20F_LpEnsMSolNwna,DC18_20F_LpEnsMsol_pEns,DC18_20F_LpEnsMSolsET,DC18_20F_LpEnsM_LpEns,DC18_20F_LpEnsMT,DC18_20FTMSEO,DC18_20FTMSolsEVww,DC18_20FTMSolNwna,DC18_20FTMsol_pEns,DC18_20FTMSolsET,DC18_20FTM_LpEns,DC18_20FTMT,DC21_24FSEOMSEO,DC21_24FSEOMSolsEVww,DC21_24FSEOMSolNwna,DC21_24FSEOMsol_pEns,DC21_24FSEOMSolsET,DC21_24FSEOM_LpEns,DC21_24FSEOMT,DC21_24FSolsEVwwMSEO,DC21_24FSolsEVwwMSolsEVww,DC21_24FSolsEVwwMSolNwna,DC21_24FSolsEVwwMsol_pEns,DC21_24FSolsEVwwMSolsET,DC21_24FSolsEVwwM_LpEns,DC21_24FSolsEVwwMT,DC21_24FSolNwnaMSEO,DC21_24FSolNwnaMSolsEVww,DC21_24FSolNwnaMSolNwna,DC21_24FSolNwnaMsol_pEns,DC21_24FSolNwnaMSolsET,DC21_24FSolNwnaM_LpEns,DC21_24FSolNwnaMT,DC21_24FSol_pEnsMSEO,DC21_24FSol_pEnsMSolsEVww,DC21_24FSol_pEnsMSolNwna,DC21_24FSol_pEnsMsol_pEns,DC21_24FSol_pEnsMSolsET,DC21_24FSol_pEnsM_LpEns,DC21_24FSol_pEnsMT,DC21_24FSolsETMSEO,DC21_24FSolsETMSolsEVww,DC21_24FSolsETMSolNwna,DC21_24FSolsETMsol_pEns,DC21_24FSolsETMSolsET,DC21_24FSolsETM_LpEns,DC21_24FSolsETMT,DC21_24F_LpEnsMSEO,DC21_24F_LpEnsMSolsEVww,DC21_24F_LpEnsMSolNwna,DC21_24F_LpEnsMsol_pEns,DC21_24F_LpEnsMSolsET,DC21_24F_LpEnsM_LpEns,DC21_24F_LpEnsMT,DC21_24FTMSEO,DC21_24FTMSolsEVww,DC21_24FTMSolNwna,DC21_24FTMsol_pEns,DC21_24FTMSolsET,DC21_24FTM_LpEns,DC21_24FTMT,TDCFSEOMSEO,TDCFSEOMSolsEVww,TDCFSEOMSolNwna,TDCFSEOMsol_pEns,TDCFSEOMSolsET,TDCFSEOM_LpEns,TDCFSEOMT,TDCFSolsEVwwMSEO,TDCFSolsEVwwMSolsEVww,TDCFSolsEVwwMSolNwna,TDCFSolsEVwwMsol_pEns,TDCFSolsEVwwMSolsET,TDCFSolsEVwwM_LpEns,TDCFSolsEVwwMT,TDCFSolNwnaMSEO,TDCFSolNwnaMSolsEVww,TDCFSolNwnaMSolNwna,TDCFSolNwnaMsol_pEns,TDCFSolNwnaMSolsET,TDCFSolNwnaM_LpEns,TDCFSolNwnaMT,TDCFSol_pEnsMSEO,TDCFSol_pEnsMSolsEVww,TDCFSol_pEnsMSolNwna,TDCFSol_pEnsMsol_pEns,TDCFSol_pEnsMSolsET,TDCFSol_pEnsM_LpEns,TDCFSol_pEnsMT,TDCFSolsETMSEO,TDCFSolsETMSolsEVww,TDCFSolsETMSolNwna,TDCFSolsETMsol_pEns,TDCFSolsETMSolsET,TDCFSolsETM_LpEns,TDCFSolsETMT,TDCF_LpEnsMSEO,TDCF_LpEnsMSolsEVww,TDCF_LpEnsMSolNwna,TDCF_LpEnsMsol_pEns,TDCF_LpEnsMSolsET,TDCF_LpEnsM_LpEns,TDCF_LpEnsMT,TDCFTMSEO,TDCFTMSolsEVww,TDCFTMSolNwna,TDCFTMsol_pEns,TDCFTMSolsET,TDCFTM_LpEns,TDCFTMT
501021012,6,0,232,3,23,0,0,23,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,0,21,0,24,0,0,0,0,0,0,0,235,26,0,0,26,0,260,22,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,22,0,0,0,3,0,30,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,1782,28,0,0,28,3,1810,41,156,0,0,156,4,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,157,4,0,161,4,205,3,0,0,0,0,3,3,1823,182,4,0,190,6,2015
501021014,10,0,204,4,15,0,0,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,15,0,20,0,0,0,0,0,0,0,200,24,0,0,24,0,224,22,0,0,0,0,0,26,0,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,0,0,0,0,0,0,0,27,8,0,0,8,0,28,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1228,26,0,0,26,9,1265,24,140,4,0,136,0,162,0,7,3,0,3,0,3,0,0,0,0,0,0,0,28,142,3,0,144,0,172,0,0,0,0,0,3,3,1260,168,3,0,168,11,1436
501021015,8,0,102,3,6,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,14,0,15,0,0,0,0,0,0,0,104,12,3,0,19,0,118,8,0,0,0,0,0,8,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,8,3,0,0,3,0,10,7,0,0,0,0,0,9,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,7,4,0,0,4,0,10,794,22,0,0,22,4,813,24,110,3,0,116,0,139,3,3,6,0,13,0,12,0,0,0,0,0,0,0,29,112,8,0,129,0,154,0,0,0,0,0,0,0,823,131,8,0,147,4,969
501021016,0,0,68,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,66,3,0,0,3,0,73,5,0,0,0,0,0,5,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,5,3,0,0,3,0,6,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,508,5,0,0,5,0,512,15,23,3,0,21,0,40,0,0,0,0,0,0,0,0,0,0,3,3,0,3,15,23,3,3,28,0,45,0,0,0,0,0,3,3,528,26,3,3,32,3,557
501021251,5,0,240,3,56,0,0,56,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,0,0,56,0,61,0,0,0,0,0,0,0,234,60,0,0,60,0,298,19,0,0,0,0,0,20,0,15,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,15,0,0,0,0,0,0,0,19,21,0,0,21,0,43,10,0,0,0,0,0,10,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,10,4,0,0,4,0,18,1550,33,0,0,33,3,1588,58,341,0,0,345,0,402,0,7,0,0,7,0,7,0,0,0,0,0,0,0,58,352,0,0,357,0,408,0,0,0,0,0,0,0,1603,387,0,0,388,3,1999
501021252,0,0,126,3,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,10,0,0,0,0,0,0,0,128,3,0,0,3,0,135,18,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,18,0,0,0,0,3,19,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,579,0,0,0,0,3,584,8,18,0,0,18,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,0,0,18,0,31,0,0,0,0,0,3,3,591,23,0,0,23,5,616
501021253,3,0,191,11,13,0,0,13,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,18,0,22,0,0,0,0,0,0,0,201,15,0,0,16,0,216,9,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,12,0,0,0,3,0,16,8,0,0,0,0,0,8,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,8,4,0,0,4,0,9,1289,25,0,0,25,0,1313,65,167,0,0,163,0,235,0,11,5,0,20,0,20,3,0,0,0,0,0,4,71,177,6,0,181,0,251,3,0,0,0,0,4,7,1358,204,4,0,212,4,1574
501021254,3,0,62,4,12,0,0,12,0,14,0,3,0,0,3,0,3,0,0,0,0,0,0,0,4,13,0,0,13,0,17,0,0,0,0,0,0,0,67,21,0,0,21,0,83,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,5,0,0,5,0,498,11,69,0,0,69,0,78,0,11,0,0,11,0,11,0,0,0,3,3,0,3,11,74,0,3,81,0,93,5,0,0,0,0,0,5,514,80,0,3,86,0,594
501031017,0,0,103,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,103,3,0,0,3,0,108,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,840,10,0,0,10,3,855,20,17,0,0,17,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,0,0,14,0,37,9,0,0,0,0,0,5,864,27,0,0,27,4,898
501031018,3,0,118,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,113,3,0,0,3,0,121,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,809,6,0,0,6,3,823,23,13,0,0,10,0,36,0,3,6,0,12,0,12,0,0,0,0,0,0,0,23,12,13,0,22,0,50,0,0,0,0,0,0,0,832,22,13,0,31,3,869
501031019,0,0,123,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,7,0,0,8,0,9,0,0,0,0,0,0,0,128,6,0,0,7,0,133,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,8,0,0,8,0,811,18,39,0,0,39,0,57,0,3,0,0,8,0,8,0,3,0,0,3,0,3,18,43,0,0,46,0,63,4,0,0,0,0,4,8,820,58,0,0,55,4,883
501031020,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,104,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,589,8,0,0,8,3,598,12,16,0,0,16,0,29,0,0,4,0,4,0,4,0,0,4,0,4,0,4,12,16,8,0,20,0,34,3,0,0,0,0,0,3,605,26,8,0,30,3,638
502011021,0,0,126,0,11,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,13,0,0,0,0,0,0,0,125,11,0,0,11,0,136,32,3,0,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,3,0,34,12,0,0,0,0,0,12,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,16,969,21,0,0,21,0,985,49,58,0,0,58,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,58,0,0,60,0,109,3,0,0,0,0,0,3,1023,76,0,0,73,0,1095
502011022,3,0,163,3,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,0,10,0,0,0,0,0,0,0,165,7,0,0,7,0,176,38,0,0,0,0,0,39,0,7,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,8,0,0,0,0,0,0,0,34,4,0,0,4,0,42,16,0,0,0,0,0,16,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,16,4,0,0,4,0,20,1041,22,0,0,22,3,1063,43,55,3,0,59,0,99,0,3,0,0,3,0,0,0,0,0,0,0,0,0,46,59,3,0,61,0,105,0,3,0,0,3,0,3,1088,77,3,0,78,3,1172
502011023,3,0,143,3,13,0,0,13,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,17,0,22,0,0,0,0,0,0,0,143,19,0,0,19,0,164,39,0,0,0,0,0,39,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,4,0,0,0,0,0,0,0,45,6,0,0,6,0,45,6,0,0,0,0,0,11,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,6,3,0,0,3,0,13,1043,18,0,0,18,9,1069,50,80,0,0,80,3,129,0,3,0,0,3,0,4,0,0,0,0,0,0,0,49,80,0,0,84,3,134,0,0,0,0,0,0,0,1093,101,0,0,104,10,1206
502011024,4,0,360,18,18,0,0,18,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,18,0,31,0,0,0,0,0,0,0,367,24,0,0,24,0,388,113,0,0,0,0,0,113,7,7,0,0,7,0,12,0,3,0,0,3,0,3,0,0,0,0,0,0,0,7,12,0,0,12,0,14,0,0,0,0,0,0,0,120,12,0,0,12,0,126,52,0,0,0,0,0,48,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,52,5,0,0,5,0,56,2265,40,0,0,40,3,2308,116,165,4,3,170,3,289,0,22,3,0,23,0,23,3,4,0,0,4,0,7,116,183,9,3,191,3,314,11,0,0,0,0,0,11,2396,223,9,3,235,4,2631
502011025,0,0,63,3,15,0,0,14,0,15,0,4,0,0,4,0,4,0,0,0,0,0,0,0,3,16,3,0,16,0,25,0,0,0,0,0,0,0,66,16,3,0,16,0,82,20,0,0,0,0,0,20,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,19,4,0,0,4,0,26,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,500,9,0,0,9,0,505,24,145,10,0,155,0,180,0,15,3,0,21,0,21,0,0,0,5,3,0,3,24,160,11,3,178,0,200,0,0,0,0,0,0,4,526,169,11,3,187,0,711
502011026,0,0,93,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,96,0,0,0,0,0,99,30,0,0,0,0,0,30,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,0,0,39,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,651,5,0,0,5,3,657,13,21,0,0,21,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,0,0,21,0,34,3,0,3,0,3,0,3,668,27,3,0,26,4,699
502011027,12,0,351,18,52,0,0,51,0,72,0,0,0,0,3,0,8,0,0,0,0,0,0,0,21,56,3,0,60,0,77,0,0,0,0,0,0,0,361,66,3,0,63,0,427,105,4,0,0,4,0,107,4,21,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,22,0,27,0,0,0,0,0,0,0,108,22,0,0,26,0,130,40,0,0,0,0,0,40,3,10,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,0,13,0,0,0,0,0,0,0,39,7,0,0,7,0,51,2656,58,0,0,59,6,2728,148,361,13,0,371,0,523,0,10,4,0,13,0,12,5,0,0,3,3,0,10,158,369,18,4,384,0,543,0,0,0,0,0,0,0,2815,426,18,6,448,6,3267
502011028,0,0,124,9,11,0,0,11,0,17,3,0,0,0,0,0,3,0,0,0,0,0,0,0,10,12,0,0,12,0,15,0,0,0,0,0,0,0,133,13,0,0,13,0,141,29,0,0,0,0,0,31,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,4,0,0,0,0,0,0,0,34,6,0,0,6,0,40,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,846,30,0,0,30,0,870,58,82,4,0,87,0,140,0,7,0,0,8,0,13,3,3,0,0,3,0,3,62,98,4,0,98,0,160,8,0,0,0,0,0,8,909,124,4,0,126,0,1040
502011029,0,0,167,5,4,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,11,0,0,0,0,0,0,0,170,3,0,0,3,0,175,42,0,0,0,0,0,42,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,46,3,0,0,3,0,43,12,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,14,1327,11,0,0,9,9,1347,34,39,0,0,39,0,67,0,4,0,0,4,0,4,0,0,0,0,0,0,0,34,39,0,0,41,0,72,3,0,0,0,0,0,0,1357,49,0,0,51,5,1423
503011030,5,0,224,9,23,0,0,23,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,0,0,29,0,38,0,0,0,0,0,0,0,235,32,0,0,32,0,259,136,3,0,0,3,0,137,6,14,0,0,19,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,19,0,24,0,0,0,0,0,0,0,146,19,0,0,19,0,166,57,3,0,0,3,0,57,8,17,0,0,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0,15,0,22,0,0,0,0,0,0,0,64,15,0,0,16,0,82,1253,37,0,0,35,0,1293,79,160,3,0,166,0,246,0,4,0,0,4,0,4,0,3,0,0,3,0,8,80,169,3,0,174,0,256,3,0,0,0,0,0,3,1341,202,7,0,210,0,1549
503011031,5,0,143,12,19,0,0,19,0,30,0,0,3,0,3,0,3,0,0,0,0,0,0,0,14,19,3,0,23,0,33,0,0,0,0,0,0,0,151,28,3,0,29,0,179,67,3,0,0,3,0,75,4,12,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,12,0,17,0,0,0,0,0,0,0,72,16,0,0,16,0,89,48,0,0,0,0,0,53,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,52,3,0,0,3,0,59,884,37,0,0,37,0,921,74,147,0,4,148,0,220,0,9,9,0,16,0,14,0,0,0,0,0,0,0,74,157,9,4,170,0,236,0,0,0,0,0,3,3,956,192,9,4,198,3,1167
503011032,4,0,183,4,9,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,6,0,12,0,0,0,0,0,0,0,182,15,0,0,15,0,192,96,6,0,0,6,0,102,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,100,9,0,0,9,0,109,38,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,39,1191,43,0,0,46,0,1243,47,79,0,0,78,0,122,0,3,0,0,3,0,3,0,0,0,0,0,0,0,47,79,0,0,79,0,125,3,0,0,0,0,3,6,1247,125,0,0,126,3,1376
503011033,6,0,223,6,25,0,0,25,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,0,0,26,0,33,0,0,0,0,0,0,0,225,32,0,0,32,0,261,135,7,0,0,7,0,139,10,17,0,0,13,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,13,0,23,0,0,0,0,0,0,0,144,21,0,0,21,0,163,89,5,0,0,5,0,92,3,13,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,9,0,11,0,0,0,0,0,0,0,92,15,0,0,16,0,110,1721,63,0,0,63,0,1782,124,186,7,0,192,0,320,4,3,0,0,3,0,7,0,0,0,3,5,0,5,133,189,7,3,195,0,324,0,0,0,0,0,0,0,1852,248,7,3,254,0,2109
503011034,6,0,265,13,28,0,0,36,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,0,0,33,0,49,0,0,0,0,0,0,0,275,38,0,0,38,0,316,148,0,0,0,0,0,148,11,16,0,0,16,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,16,0,30,0,0,0,0,0,0,0,157,16,0,0,16,0,177,68,0,0,0,0,0,72,3,11,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,11,0,11,0,0,0,0,0,0,0,73,11,0,0,11,0,85,1538,35,0,0,35,3,1573,101,218,7,5,226,0,322,0,10,0,0,9,0,9,0,4,0,3,5,0,5,101,229,7,5,240,0,337,0,3,0,0,3,0,3,1637,261,7,5,272,3,1916
503011035,5,0,388,12,56,3,0,59,0,76,0,8,3,0,6,0,6,0,0,0,0,0,0,0,17,63,4,0,70,0,85,0,0,0,0,0,0,0,394,71,4,0,80,0,472,209,3,0,0,3,0,212,16,39,0,0,39,0,53,0,3,0,0,3,0,3,0,0,0,0,0,0,0,16,40,0,0,40,0,57,0,0,0,0,0,0,0,219,44,0,0,44,0,263,132,4,0,0,4,0,138,12,25,0,0,25,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,0,0,25,0,38,0,0,0,0,0,0,0,138,32,0,0,32,0,169,2483,97,0,0,97,0,2575,196,598,21,0,614,0,814,3,62,3,0,68,0,71,3,6,0,0,6,0,6,195,662,30,0,691,0,885,0,0,0,0,0,3,5,2682,753,27,0,785,3,3471
