SA2_MAINCODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Total_NofB_1,Se_d_r_or_t_h_t_Total_NofB_2,Se_d_r_or_t_h_t_Total_NofB_3,Se_d_r_or_t_h_t_Total_NofB_4,Se_d_r_or_t_h_t_Total_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NofB_0_ib,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NofB_0_ib,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_or_m_s_b_NofB_0_ib,Fl_a_4_or_m_s_b_NofB_1,Fl_a_4_or_m_s_b_NofB_2,Fl_a_4_or_m_s_b_NofB_3,Fl_a_4_or_m_s_b_NofB_4,Fl_a_4_or_m_s_b_NofB_5,Fl_a_4_or_m_s_b_NofB_6_m,Fl_a_4_or_m_s_b_NofB_NS,Fl_a_4_or_m_s_b_Total,Fl_a_At_to_a_h_NofB_0_ib,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NofB_0_i_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NofB_0_i_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
505031099,3,20,412,2166,3702,316,33,610,7256,0,18,293,426,49,0,0,97,887,0,9,17,7,0,0,0,10,43,0,25,316,440,49,0,0,105,934,0,13,30,6,0,0,0,24,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,6,0,0,0,24,70,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,14,3,64,757,2608,3756,315,33,738,8269
505031100,0,15,48,1105,3338,258,48,266,5072,0,13,82,184,21,4,0,22,333,0,0,9,3,0,0,0,0,15,0,16,93,187,21,4,0,23,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,6,24,144,1298,3368,261,48,294,5431
505031101,0,9,34,1274,2167,118,14,247,3862,0,33,94,379,93,5,0,47,651,0,17,78,40,16,0,0,18,171,0,49,177,417,104,3,0,68,824,0,4,0,0,0,0,0,0,10,0,0,8,7,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,4,24,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,7,0,67,227,1695,2279,118,14,320,4714
505031102,0,14,65,1593,481,79,14,161,2416,4,77,121,347,8,3,0,41,596,0,0,4,142,0,0,0,23,171,4,73,129,491,8,3,0,59,771,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,88,196,2092,492,85,16,219,3191
505031103,4,10,49,1009,5123,514,69,252,7025,0,13,148,393,179,10,0,45,793,0,3,0,57,33,11,5,12,126,0,13,152,457,217,22,5,55,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,15,4,0,0,0,0,36,67,0,0,0,3,8,0,0,3,11,13,42,201,1467,5344,536,76,347,8022
505031104,10,10,37,1131,1650,187,37,171,3221,0,30,48,180,35,3,0,30,321,0,0,12,0,3,0,0,4,18,0,30,62,180,42,3,3,33,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,34,101,1307,1691,189,41,202,3565
505031105,3,19,101,1042,3757,593,78,277,5863,0,12,120,98,30,3,0,10,271,0,3,28,39,3,4,0,9,85,0,18,146,137,31,5,0,18,349,0,0,3,3,0,0,0,3,8,0,6,20,0,0,0,0,0,26,0,0,9,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,6,23,0,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,43,266,1184,3788,603,80,296,6262
505031106,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
505031107,0,61,397,520,2725,277,29,159,4173,0,0,11,153,50,0,0,16,230,0,0,0,3,3,0,0,0,9,0,0,11,157,53,0,0,14,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,63,409,677,2778,282,29,178,4411
505031108,7,27,235,2268,4643,470,77,353,8083,4,67,166,579,146,10,0,76,1042,0,0,0,7,3,0,0,0,14,4,67,166,584,151,10,0,76,1058,0,0,0,5,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,3,18,10,52,40,0,4,0,0,23,135,0,0,0,0,0,0,0,0,12,19,148,447,2862,4794,482,77,458,9299
505031255,0,0,29,934,1402,63,8,210,2642,0,0,24,141,62,3,0,23,251,0,0,0,0,0,0,0,0,0,0,0,24,141,59,3,0,23,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,9,0,3,49,1076,1465,64,8,229,2896
505031256,0,6,8,60,99,27,12,34,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,6,60,99,27,12,36,243
505031257,3,9,78,354,473,80,14,115,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,10,0,0,0,5,0,0,0,0,3,3,9,83,356,473,80,14,116,1137
505031258,3,8,102,943,1543,152,11,246,3019,0,0,12,44,12,0,0,9,78,0,0,0,18,0,0,0,0,19,0,0,12,62,11,0,0,6,94,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,3,11,120,1013,1562,153,11,258,3129
506011110,7,30,247,2943,1725,196,37,488,5669,4,165,432,793,34,4,0,218,1658,0,8,6,13,0,0,0,9,38,4,180,435,806,34,4,0,223,1692,0,0,51,24,12,0,0,17,98,0,0,36,0,0,0,0,8,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,24,12,0,0,22,147,0,3,0,3,3,0,0,0,11,0,0,3,5,9,0,0,5,19,11,213,774,3772,1786,199,41,738,7539
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,5,17,64,1053,588,86,15,101,1931,0,4,19,67,7,0,0,14,112,0,0,0,8,3,0,0,0,10,0,4,19,76,9,0,0,14,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,4,0,0,0,0,12,41,0,0,0,0,0,0,0,0,3,15,37,92,1134,602,86,15,124,2100
506011113,8,8,49,1422,3668,240,39,185,5621,0,0,24,411,251,5,0,29,728,0,0,0,11,15,0,3,3,28,0,0,24,419,271,5,3,33,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,5,0,0,3,7,10,12,73,1850,3940,254,43,221,6390
506011114,4,21,147,1627,1115,161,42,280,3398,0,18,153,399,7,3,0,41,616,0,0,0,3,0,0,0,0,3,0,18,149,401,7,3,0,41,620,0,16,27,0,0,0,0,7,56,0,3,16,7,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,43,7,0,0,0,9,85,11,19,7,0,0,0,0,18,58,0,0,0,4,0,0,0,0,12,19,69,353,2038,1125,161,49,352,4173
506011115,7,44,190,788,1280,291,65,175,2840,0,0,11,24,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,11,24,0,0,0,0,36,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,7,48,202,835,1284,286,65,178,2904
506011116,3,38,131,715,1237,234,37,117,2524,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,7,10,5,41,133,717,1238,239,37,125,2538
506011117,3,17,27,940,1817,161,22,195,3187,0,0,9,146,10,0,0,49,213,0,0,0,0,0,0,0,0,0,0,0,9,146,10,0,0,49,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,20,38,1093,1824,161,22,246,3403
506021118,3,43,452,1886,1378,143,22,342,4270,3,123,164,295,49,7,0,140,772,0,8,68,248,56,0,0,70,456,9,131,234,542,102,9,0,209,1228,0,38,46,6,3,0,0,18,116,0,3,3,0,0,0,0,9,13,0,11,7,29,0,0,0,13,63,0,0,0,0,0,0,0,0,0,0,50,63,38,5,0,0,37,192,9,7,3,3,0,0,0,23,48,0,3,7,8,5,0,4,10,32,22,234,755,2469,1491,150,25,625,5774
506021119,4,61,627,2238,887,138,36,323,4326,6,127,362,796,72,9,8,173,1557,0,0,20,105,23,3,0,19,167,6,129,386,899,92,8,8,194,1721,5,108,88,142,61,7,0,52,461,3,65,165,13,0,0,0,66,307,0,50,0,0,0,0,0,14,64,0,0,0,0,0,0,0,0,0,6,221,251,154,62,7,0,134,839,0,0,4,7,3,0,0,0,15,3,3,4,13,3,0,0,8,34,17,421,1279,3306,1049,150,48,661,6937
506021120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
506021121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021122,4,83,607,3248,1574,197,33,619,6372,3,106,405,706,196,13,0,203,1633,0,64,130,311,137,12,0,89,750,3,171,537,1020,338,19,0,295,2383,0,72,146,35,0,0,0,167,427,0,128,231,66,0,0,0,131,556,3,212,275,138,3,0,0,138,774,0,0,0,0,0,0,0,0,0,7,416,662,240,9,0,0,431,1763,0,0,0,3,0,0,0,12,16,0,3,7,4,5,0,0,6,22,17,674,1812,4512,1925,214,34,1367,10554
506021123,5,29,401,1420,589,94,20,171,2725,0,34,174,472,34,3,0,63,787,19,86,230,579,99,10,3,73,1103,17,116,405,1049,137,18,3,141,1891,3,90,101,22,0,3,3,53,275,6,91,151,21,0,0,0,44,321,3,293,537,138,21,0,0,139,1130,0,0,0,0,0,0,0,0,0,13,475,789,183,26,0,3,239,1722,0,0,3,0,0,0,0,5,7,0,0,0,7,8,0,0,3,16,31,627,1599,2651,753,113,30,550,6365
506031124,8,126,586,1945,1303,285,102,382,4736,24,138,323,789,203,50,38,213,1793,0,58,48,115,64,28,41,47,395,25,202,374,900,268,75,79,260,2182,3,133,120,41,3,0,0,45,349,0,32,32,22,0,0,0,18,98,22,60,109,0,0,0,0,38,233,0,0,0,0,0,0,0,0,0,24,230,256,57,3,0,0,96,680,0,0,0,0,0,0,0,3,10,0,3,6,6,10,0,3,8,37,66,558,1223,2908,1585,362,191,750,7645
506031125,0,5,21,303,2168,336,83,88,2996,0,0,0,26,66,3,0,5,104,0,0,0,3,28,7,0,0,40,0,0,0,33,94,8,0,5,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,336,2265,346,82,93,3143
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031127,10,38,268,1940,1495,200,50,308,4311,0,64,339,1033,111,4,0,148,1694,0,20,24,92,25,0,0,14,177,3,85,365,1120,133,3,0,159,1870,0,19,42,68,0,0,0,30,159,0,0,0,24,0,0,0,0,24,0,8,21,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,24,63,91,0,0,0,34,211,0,0,4,0,0,0,0,4,14,0,0,4,10,5,0,0,3,25,9,150,698,3168,1637,207,50,502,6425
506031128,5,16,126,2252,1723,220,46,206,4592,0,13,201,341,47,3,0,35,640,0,0,8,8,3,0,0,0,19,0,13,205,350,47,3,0,35,657,0,4,22,85,10,0,0,7,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,85,10,0,0,7,130,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,5,33,358,2680,1790,225,45,249,5382
506031129,3,14,153,1466,1734,380,67,118,3938,3,32,315,360,37,3,3,34,793,0,0,3,9,8,3,0,0,27,3,32,316,368,51,13,3,38,819,0,12,9,12,9,0,0,6,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,12,9,0,0,6,44,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,9,56,482,1843,1796,392,71,159,4804
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
506031131,0,30,61,1572,2974,519,103,134,5391,0,31,36,180,25,4,0,22,292,0,0,0,0,3,3,0,0,5,0,31,35,177,31,8,0,22,300,0,12,58,215,3,3,0,3,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,58,215,3,3,0,3,299,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,4,3,74,156,1963,3004,525,102,164,5999
506041132,5,39,248,2929,2058,221,53,342,5898,3,56,113,324,33,0,0,52,592,0,18,49,75,0,0,0,12,156,3,80,164,402,37,3,0,64,745,0,6,14,26,0,0,0,13,56,0,5,18,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,26,0,0,0,16,84,0,0,0,3,6,0,0,3,12,0,0,3,7,0,0,0,3,11,12,129,444,3361,2098,220,57,426,6752
506041133,3,3,63,922,4388,437,42,196,6057,0,3,51,423,171,14,3,29,701,0,0,16,16,14,3,0,6,54,0,3,68,435,189,20,3,35,754,0,0,33,30,3,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,3,0,0,0,69,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,3,6,3,6,165,1391,4589,462,42,236,6894
506041134,7,60,410,3157,1960,207,55,464,6313,4,133,267,583,48,3,3,191,1239,0,3,0,24,0,0,0,4,34,5,138,268,609,52,3,3,196,1276,0,0,50,70,3,0,3,9,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,70,3,0,3,9,132,0,0,0,4,0,0,0,4,9,0,0,0,8,4,0,0,3,18,16,202,735,3847,2014,209,57,671,7754
506041135,4,12,73,1441,3773,334,47,216,5899,0,14,18,130,19,0,0,13,189,0,0,0,13,5,0,0,3,23,0,14,18,144,27,0,0,14,207,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,4,25,89,1591,3798,334,47,238,6128
506041136,11,38,159,1919,1436,167,41,264,4028,0,50,196,245,13,5,0,37,553,0,0,15,6,0,0,0,3,27,0,47,217,249,13,5,0,43,578,0,0,32,55,3,0,0,6,96,0,15,17,4,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,47,56,3,0,0,10,132,19,63,14,31,20,7,0,45,199,0,6,7,10,3,0,0,18,36,31,168,439,2263,1479,173,46,367,4969
506041137,9,17,172,2822,3655,486,44,342,7548,3,16,215,322,39,0,0,47,647,0,3,25,0,0,0,0,0,29,3,17,237,322,42,0,0,47,668,0,3,19,3,0,0,0,3,29,0,0,22,24,0,0,0,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,25,0,0,0,8,77,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,8,17,45,452,3177,3696,486,43,399,8312
506051138,7,28,139,2221,3074,318,51,293,6135,4,55,151,225,23,3,0,49,516,0,7,0,3,0,0,0,3,9,4,66,151,228,23,3,0,52,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,39,6,3,0,0,43,133,0,0,0,0,3,4,0,3,17,22,125,335,2449,3108,324,51,387,6809
506051139,0,35,250,1632,1983,217,34,327,4475,0,0,19,93,15,0,3,8,132,0,0,0,0,4,0,0,0,5,0,0,19,93,18,0,3,11,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,3,0,0,7,6,0,38,266,1722,1997,217,35,348,4629
506051140,7,48,308,1755,2379,514,110,267,5386,0,38,106,103,7,0,0,23,276,0,0,21,9,0,0,0,3,38,0,40,127,110,7,0,0,30,313,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,3,11,0,0,3,0,3,0,0,3,8,5,87,443,1871,2390,514,112,303,5723
506051141,0,34,164,1139,1718,412,92,171,3729,0,29,57,10,3,0,0,5,106,0,0,3,0,0,0,0,0,3,0,29,59,10,3,0,0,5,110,0,35,4,0,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,0,0,0,3,43,0,3,3,14,12,5,3,0,39,0,5,3,7,3,0,0,0,22,0,103,233,1166,1735,419,97,187,3935
506061142,0,16,77,1144,3379,294,58,265,5228,0,13,7,47,7,0,0,8,78,0,0,0,0,0,0,0,0,0,0,13,7,47,4,0,0,8,83,0,0,10,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,15,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,5,0,23,94,1187,3388,301,59,283,5332
506061143,3,19,94,430,1046,257,74,112,2038,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,9,0,0,0,3,3,3,0,0,9,8,21,93,437,1058,258,75,110,2061
506061144,4,34,181,394,572,120,27,117,1448,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,13,0,0,3,5,4,0,0,0,11,3,44,184,405,573,120,27,122,1475
506071145,0,21,337,888,679,126,21,154,2229,0,54,926,634,49,4,0,116,1782,0,9,286,944,193,13,0,103,1546,0,60,1212,1577,239,15,0,224,3337,3,44,344,114,28,0,0,58,597,0,67,159,10,0,0,0,21,254,0,15,24,19,0,0,0,8,69,0,0,0,0,0,0,0,0,0,3,127,522,147,30,0,0,87,920,3,4,0,6,0,0,0,3,18,0,4,19,3,4,0,0,4,34,7,214,2093,2617,954,144,26,472,6528
506071146,0,20,160,1065,1338,306,99,149,3133,0,70,124,155,76,11,0,38,473,3,7,0,58,48,13,3,9,141,3,76,125,213,117,16,0,51,608,0,24,8,0,0,0,0,5,33,0,0,0,0,0,0,0,0,0,0,3,54,8,0,0,0,3,75,0,0,0,0,0,0,0,0,0,0,25,60,9,0,0,0,11,111,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,0,16,3,121,351,1297,1468,321,99,215,3875
506071147,0,35,443,1195,1039,261,35,156,3171,0,15,212,199,10,3,0,25,470,3,157,623,879,109,6,4,186,1962,3,171,838,1072,123,12,4,215,2432,0,75,150,41,0,0,0,50,326,4,100,213,55,3,0,0,67,446,0,113,316,213,8,0,0,148,798,0,0,0,0,0,0,0,0,0,3,288,684,308,9,0,0,268,1573,0,0,0,0,0,0,0,0,4,0,0,3,3,5,0,0,3,18,5,499,1967,2586,1180,276,43,641,7200
