SA2_MAINCODE_2016,Neg_Nil_Inc_CF_no_chldren,Neg_Nil_Inc_CFwith_chldren,Neg_Nil_Inc_OnePF,Neg_Nil_Inc_Oth_family,Neg_Nil_Inc_Total,Inc_1_149_CF_no_chldren,Inc_1_149_CFwith_chldren,Inc_1_149_One_PF,Inc_1_149_Oth_family,Inc_1_149_Total,Inc_150_299_CF_no_chldren,Inc_150_299_CFwith_chldren,Inc_150_299_OnePF,Inc_150_299_Oth_family,Inc_150_299_Total,Inc_300_399_CF_no_chldren,Inc_300_399_CFwith_chldren,Inc_300_399_OnePF,Inc_300_399_Oth_family,Inc_300_399_Total,Inc_400_499_CF_no_chldren,Inc_400_499_CFwith_chldren,Inc_400_499_OnePF,Inc_400_499_Oth_family,Inc_400_499_Total,Inc_500_649_CF_no_chldren,Inc_500_649_CFwith_chldren,Inc_500_649_OnePF,Inc_500_649_Oth_family,Inc_500_649_Total,Inc_650_799_CF_no_chldren,Inc_650_799_CFwith_chldren,Inc_650_799_OnePF,Inc_650_799_Oth_family,Inc_650_799_Total,Inc_800_999_CF_no_chldren,Inc_800_999_CFwith_chldren,Inc_800_999_OnePF,Inc_800_999_Oth_family,Inc_800_999_Total,Inc_1000_1249_CF_no_chldren,Inc_1000_1249_CFwith_chldren,Inc_1000_1249_OnePF,Inc_1000_1249_Oth_family,Inc_1000_1249_Total,Inc_1250_1499_CF_no_chldren,Inc_1250_1499_CFwith_chldren,Inc_1250_1499_OnePF,Inc_1250_1499_Oth_family,Inc_1250_1499_Total,Inc_1500_1749_CF_no_chldren,Inc_1500_1749_CFwith_chldren,Inc_1500_1749_OnePF,Inc_1500_1749_Oth_family,Inc_1500_1749_Total,Inc_1750_1999_CF_no_chldren,Inc_1750_1999_CFwith_chldren,Inc_1750_1999_OnePF,Inc_1750_1999_Oth_family,Inc_1750_1999_Total,Inc_2000_2499_CF_no_chldren,Inc_2000_2499_CFwith_chldren,Inc_2000_2499_OnePF,Inc_2000_2499_Oth_family,Inc_2000_2499_Total,Inc_2500_2999_CF_no_chldren,Inc_2500_2999_CFwith_chldren,Inc_2500_2999_OnePF,Inc_2500_2999_Oth_family,Inc_2500_2999_Total,Inc_3000_3499_CF_no_chldren,Inc_3000_3499_CFwith_chldren,Inc_3000_3499_OnePF,Inc_3000_3499_Oth_family,Inc_3000_3499_Total,Inc_3500_3999_CF_no_chldren,Inc_3500_3999_CFwith_chldren,Inc_3500_3999_OnePF,Inc_3500_3999_Oth_family,Inc_3500_3999_Total,Inc_4000orMore_CF_no_chldren,Inc_4000orMore_CFwith_chldren,Inc_4000orMore_OnePF,Inc_4000orMore_Oth_family,Inc_4000orMore_Total,Part_IncStated_CF_no_chldren,Part_IncStated_CFwith_chldren,Part_IncStated_OnePF,Part_IncStated_Oth_family,Part_IncStated_Total,All_Inc_NS_CF_no_chldren,All_Inc_NS_CFwith_chldren,All_Inc_NS_OnePF,All_Inc_NS_Oth_family,All_Inc_NS_Total,Total_CF_no_chldren,Total_CFwith_chldren,Total_OnePF,Total_Oth_family,Total_Total
505011071,11,8,4,0,24,8,3,7,3,22,6,3,15,3,29,3,0,18,0,20,30,11,20,0,57,27,12,39,0,83,119,18,39,6,177,70,32,64,0,173,90,58,53,3,214,78,89,55,8,226,68,98,41,3,208,62,152,36,3,255,146,326,59,8,541,109,321,31,0,460,63,212,9,0,283,44,171,12,0,230,70,307,9,0,395,103,329,50,7,486,19,17,7,0,46,1132,2167,564,45,3912
505011072,20,6,12,0,37,10,0,8,0,14,12,3,6,3,25,3,0,10,0,11,39,11,14,0,67,31,10,30,3,74,132,15,29,0,172,127,23,35,4,185,149,43,48,8,242,113,64,29,5,216,85,93,34,4,217,83,97,37,3,218,169,331,51,5,560,126,307,24,0,458,71,239,9,0,321,70,227,9,0,303,148,560,7,4,719,113,301,45,0,464,22,15,13,0,54,1514,2337,447,59,4358
505011073,18,7,10,0,31,10,3,9,0,22,13,8,11,0,29,5,3,15,0,23,50,3,22,0,82,41,7,43,0,86,160,16,47,3,227,118,34,54,4,204,178,84,78,9,335,139,72,43,7,260,82,104,35,3,231,89,132,26,0,252,155,255,46,7,463,141,248,21,5,412,93,194,0,3,287,50,112,8,3,176,80,179,11,3,268,111,255,58,3,423,21,11,5,0,35,1549,1726,535,56,3859
505011074,10,3,7,0,17,9,3,3,0,15,4,3,7,0,19,9,3,11,0,22,26,4,20,0,54,32,11,31,0,66,95,15,50,0,160,72,31,41,3,152,95,43,51,0,195,87,68,38,0,198,63,92,38,3,196,63,84,18,4,170,144,210,40,13,402,124,189,22,5,339,64,128,3,0,194,46,99,3,0,144,47,179,10,0,239,92,198,53,0,341,17,19,5,0,47,1101,1368,444,43,2959
505011075,16,4,8,0,23,9,3,3,0,15,4,0,6,4,18,3,3,8,0,15,33,3,9,0,47,19,8,13,3,43,94,9,15,0,117,82,14,24,3,127,121,30,30,0,182,71,46,20,3,144,53,58,18,3,131,68,44,23,0,138,132,171,45,0,348,88,156,19,3,273,67,157,6,0,230,65,177,10,0,255,153,498,14,0,654,84,258,22,3,367,17,14,0,0,27,1181,1655,291,24,3157
505011076,17,10,8,0,30,12,0,0,0,18,4,6,4,0,15,3,3,4,0,6,7,4,8,0,20,12,0,8,3,17,54,4,11,3,67,39,9,12,0,62,48,22,4,4,77,58,24,11,0,97,36,41,14,0,85,29,51,10,0,89,84,159,18,0,266,61,172,11,0,247,51,169,0,0,217,57,177,11,0,242,109,477,4,0,593,68,273,12,0,359,12,13,0,0,29,750,1615,150,18,2528
505011077,13,17,10,7,45,3,4,4,0,15,7,5,5,7,27,4,4,11,3,26,51,11,27,3,87,34,15,40,0,82,130,14,28,3,180,102,27,45,5,186,140,58,64,12,276,108,84,43,19,249,100,79,28,3,210,95,105,30,5,233,216,221,59,10,500,128,211,19,3,367,79,131,10,4,232,58,103,11,0,170,81,210,8,3,301,131,233,43,0,401,17,6,14,0,35,1507,1529,488,86,3612
505011078,16,8,7,0,30,7,0,0,3,11,13,3,4,0,23,3,0,14,0,12,36,12,16,3,63,21,3,21,0,56,163,3,36,0,208,115,19,33,0,163,136,43,47,0,222,121,75,49,3,248,65,97,24,4,189,80,99,33,0,217,157,277,40,8,483,117,252,24,3,400,78,187,7,3,280,61,171,6,0,235,91,296,20,3,412,110,240,44,0,398,22,9,7,0,36,1428,1801,432,35,3688
505011079,8,0,7,0,20,13,0,0,0,12,9,0,5,0,21,7,0,11,0,21,30,4,16,0,49,17,4,32,3,53,107,16,35,5,167,81,15,26,3,130,119,49,24,4,200,78,57,25,0,165,61,75,27,3,160,58,88,8,0,163,150,225,38,6,413,84,171,17,0,277,51,158,10,0,214,41,141,9,0,194,101,370,7,0,473,104,254,28,0,389,27,15,10,0,50,1161,1644,331,34,3167
505011080,8,5,8,3,22,6,0,0,0,6,3,3,3,0,6,5,3,0,0,10,25,4,9,0,36,7,9,9,3,30,64,7,13,0,87,55,13,22,3,93,75,27,16,0,118,64,35,16,0,117,39,50,19,0,109,40,39,15,3,95,102,157,16,6,275,69,132,9,0,214,39,118,3,0,166,30,131,11,3,174,69,290,6,0,371,79,213,26,0,318,4,12,7,0,25,787,1241,219,16,2265
505011081,11,3,6,0,17,6,3,5,0,13,9,0,5,0,18,7,0,14,0,18,24,3,8,0,40,13,11,24,0,42,77,15,32,3,126,56,20,32,4,112,78,43,47,3,169,73,53,39,0,168,57,58,22,0,139,43,84,27,5,155,123,189,32,3,346,75,151,9,0,234,53,108,3,0,165,29,80,9,0,119,65,121,4,0,191,72,139,34,4,248,17,5,4,0,24,887,1083,357,37,2365
505011082,22,4,4,0,32,7,0,0,0,13,0,0,0,0,5,0,0,3,0,4,28,4,12,3,43,18,3,15,0,38,94,3,13,0,107,90,5,17,0,121,113,20,19,7,160,78,33,14,0,127,54,46,23,3,121,66,32,24,0,121,96,124,25,6,249,85,157,10,3,254,60,126,3,0,189,44,140,10,0,195,150,496,13,0,660,96,214,12,6,331,10,12,3,3,27,1114,1430,230,31,2794
505011083,6,0,4,3,16,8,0,7,0,13,11,3,11,0,22,3,5,6,0,11,32,0,18,0,49,20,3,22,0,46,88,6,18,4,122,62,17,26,3,112,93,29,33,5,155,67,44,29,0,138,50,66,26,0,136,44,67,19,0,130,106,191,31,0,331,63,221,11,0,295,50,158,6,0,221,44,134,9,0,185,78,342,3,3,421,57,237,28,0,325,10,10,4,0,26,886,1523,309,21,2734
505021084,27,7,3,0,41,11,8,3,0,22,11,3,9,0,27,11,0,9,0,20,78,4,35,3,119,31,14,59,0,110,228,42,67,3,343,130,62,66,7,259,148,107,70,7,337,141,122,64,11,338,69,123,37,6,235,83,127,31,11,253,197,263,69,15,545,145,192,26,4,366,106,151,16,7,280,38,82,6,0,135,95,180,3,0,277,122,187,76,3,390,31,10,11,0,52,1712,1673,665,88,4133
505021085,34,38,22,8,100,5,9,11,5,30,12,23,45,3,81,8,17,61,0,81,72,67,72,16,229,43,94,130,6,274,221,127,109,12,472,120,182,119,9,427,148,217,128,12,509,133,225,91,19,468,109,197,67,12,376,101,158,44,10,316,197,226,54,21,492,74,132,20,8,237,44,63,4,8,119,18,22,9,0,53,19,48,3,3,72,113,239,92,8,453,30,29,39,4,107,1502,2105,1123,164,4893
505021086,45,17,19,0,86,18,4,9,0,37,25,4,25,3,65,7,5,30,3,46,102,18,36,7,165,61,37,87,8,184,322,69,67,16,471,177,92,88,13,372,225,128,104,9,473,205,178,81,16,469,132,164,65,4,363,97,189,45,10,340,259,399,74,15,745,177,311,32,9,528,130,219,22,3,375,96,190,31,0,320,181,527,17,3,724,199,380,94,8,671,34,30,10,0,75,2489,2960,932,130,6508
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,14,13,5,0,35,13,3,5,0,23,5,0,23,3,30,3,4,25,0,30,32,13,35,0,78,28,10,36,6,74,122,14,43,3,187,80,28,62,9,173,111,40,85,10,244,97,52,68,10,216,70,73,56,4,209,87,98,27,11,215,239,221,58,15,531,209,195,22,9,432,192,140,13,9,354,127,144,30,4,311,228,373,19,3,621,222,211,70,4,510,29,11,9,3,49,1907,1638,682,96,4332
505021089,16,5,5,0,35,12,0,6,3,27,7,3,10,0,27,9,0,11,0,14,52,0,16,3,74,34,17,39,7,95,166,23,40,9,236,155,19,40,9,225,182,60,68,10,315,168,64,44,3,283,109,100,39,5,254,107,108,31,0,255,218,394,64,3,675,138,330,16,10,493,118,294,14,3,432,105,305,17,0,432,272,861,16,3,1154,153,367,51,3,572,25,16,11,0,52,2054,2981,534,71,5633
505021090,32,28,16,6,79,13,10,7,0,27,11,12,27,0,52,9,3,36,3,51,76,34,49,3,172,27,43,68,5,147,210,80,88,7,389,101,103,94,22,322,133,169,89,21,409,148,156,60,11,376,119,159,52,14,339,127,147,35,10,315,286,262,59,20,620,199,121,23,10,356,100,75,5,4,186,50,46,3,0,103,62,54,7,8,132,145,171,67,9,397,25,23,25,4,70,1870,1688,823,159,4543
505021091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021092,12,6,7,0,30,11,3,9,0,21,8,4,10,0,24,7,0,15,0,24,21,8,25,0,56,27,6,51,3,83,64,14,54,4,136,75,15,46,8,141,129,28,56,8,222,77,48,41,8,176,99,47,36,8,184,108,60,35,9,214,275,176,53,16,516,227,148,22,8,407,183,137,7,6,329,126,118,11,5,261,260,306,12,3,584,210,174,52,0,432,18,9,9,0,35,1917,1325,541,86,3866
505021093,32,13,11,3,64,13,10,5,0,22,13,10,13,3,33,11,4,12,0,29,63,14,22,5,104,30,15,25,3,71,154,27,25,8,213,89,29,34,14,162,137,79,31,3,249,104,86,42,4,236,78,93,22,8,194,91,92,30,7,219,175,198,29,10,415,140,184,18,5,353,75,128,7,5,214,78,109,5,3,195,123,374,13,3,514,108,234,48,4,392,23,18,6,0,45,1536,1714,389,98,3729
505021094,7,3,4,0,21,6,0,0,0,11,3,3,3,0,15,6,4,8,0,12,13,0,14,4,28,21,3,12,0,41,73,4,17,0,93,59,10,15,3,86,69,19,24,0,113,61,18,22,4,102,34,28,12,3,77,52,38,8,4,97,105,94,21,4,227,61,82,5,4,157,62,94,4,3,161,35,84,6,0,132,130,305,7,0,446,60,146,30,0,235,11,6,3,0,23,883,937,224,28,2071
505021095,22,10,10,3,41,3,7,9,0,16,10,9,14,0,29,5,8,23,0,32,34,6,29,3,76,20,9,37,0,75,113,27,32,3,176,59,36,42,5,144,107,68,51,10,235,93,91,42,11,232,64,67,34,3,175,85,55,24,3,168,186,120,40,15,352,160,108,17,4,290,110,76,7,4,195,90,64,3,0,162,125,134,8,3,269,112,111,42,3,270,22,0,6,0,33,1423,996,464,83,2964
505021096,22,7,22,0,53,14,3,5,3,31,11,4,10,0,27,0,3,6,0,14,20,9,19,3,56,22,8,27,4,57,105,14,34,0,151,88,24,30,0,145,127,50,29,3,207,124,66,46,7,242,63,49,37,5,152,84,66,32,0,189,125,158,50,5,338,91,191,23,0,307,85,150,11,0,240,61,196,20,3,277,179,703,21,3,900,124,257,50,3,433,21,15,5,0,33,1345,1970,474,50,3837
505021097,23,11,11,0,45,9,6,9,3,21,9,6,10,0,27,6,0,12,0,29,63,13,24,4,106,37,24,52,3,109,158,18,54,9,235,109,42,40,11,198,160,80,53,11,300,123,76,37,5,249,83,68,31,3,181,100,78,23,8,202,236,173,31,11,448,143,132,20,3,302,107,118,12,5,239,72,136,19,0,226,172,444,13,0,633,145,186,51,0,384,30,11,7,0,51,1799,1629,495,73,3991
505031098,22,17,16,0,54,7,8,7,0,23,8,9,25,3,36,4,8,24,0,39,54,28,34,0,121,28,38,55,3,123,121,53,56,4,238,64,89,63,5,219,112,118,63,4,296,67,145,49,8,264,55,124,35,6,221,66,113,31,6,216,107,237,41,8,391,60,149,15,4,223,33,93,13,0,147,14,52,10,0,74,16,80,0,0,95,62,191,56,5,315,11,21,6,0,46,916,1565,602,59,3142
505031099,25,14,28,0,62,10,3,8,0,24,19,8,50,4,74,7,7,67,4,88,71,12,87,0,167,44,29,155,4,237,249,61,140,8,462,155,78,126,5,366,166,163,130,8,467,154,220,100,15,486,103,255,65,14,435,126,239,54,5,422,270,497,70,11,847,145,335,27,6,512,52,184,5,3,252,31,115,5,0,152,48,155,5,3,214,139,450,126,0,715,36,18,29,4,86,1848,2841,1287,100,6071
505031100,25,8,17,0,50,9,3,3,0,20,3,12,16,3,39,4,6,24,0,34,30,15,37,3,76,17,12,63,3,94,82,25,76,3,185,64,56,79,3,202,76,116,81,0,270,92,213,54,7,369,72,183,59,5,313,91,179,40,6,319,230,458,59,4,758,149,312,29,4,497,89,205,5,4,300,43,150,8,3,202,49,201,3,3,255,125,336,57,3,523,19,14,12,0,44,1271,2500,720,56,4543
505031101,19,17,10,0,43,6,6,8,0,22,9,10,26,0,40,7,0,19,3,29,25,11,46,0,87,33,20,96,3,143,65,28,75,7,182,62,47,81,8,191,90,93,88,6,276,78,114,65,6,267,80,125,51,5,265,63,150,38,9,255,195,287,53,9,541,143,165,19,5,342,58,105,6,0,178,37,73,3,0,117,42,100,8,0,147,100,213,70,9,387,14,10,18,0,45,1114,1580,788,78,3563
505031102,10,15,14,3,41,6,3,3,0,12,7,14,29,0,56,4,4,25,0,37,31,25,43,0,109,23,33,51,3,113,101,66,61,6,236,49,62,65,5,183,58,103,64,13,238,62,107,42,6,214,43,89,36,5,170,36,66,21,3,134,51,120,36,3,216,24,56,16,0,102,20,28,5,3,55,5,10,7,0,23,10,18,3,0,34,46,98,45,3,187,12,8,14,0,35,598,940,582,58,2177
505031103,35,20,30,3,88,20,11,12,5,39,15,19,27,0,57,3,5,27,0,39,51,11,33,4,100,32,51,62,3,149,167,36,59,3,272,107,99,73,3,281,127,164,71,7,372,126,219,56,5,411,83,265,54,8,409,94,336,50,5,479,290,674,65,16,1051,208,564,21,9,802,144,411,13,3,578,69,297,8,0,382,143,495,5,8,647,156,518,56,5,736,26,28,7,0,64,1910,4226,741,71,6951
505031104,22,16,16,3,55,10,3,6,0,21,9,11,15,3,39,9,9,20,0,41,39,17,28,3,95,16,15,45,3,87,132,45,44,0,228,59,51,43,3,154,86,110,52,4,255,68,140,49,12,261,45,124,29,4,193,59,113,30,3,201,83,214,51,4,352,62,148,13,3,233,32,90,10,0,126,22,47,4,3,75,20,63,4,0,90,54,164,39,3,265,20,14,5,0,36,828,1393,500,58,2790
505031105,27,6,19,0,56,9,7,6,0,20,11,7,13,0,32,3,0,21,0,30,46,4,27,0,84,38,15,62,3,120,149,34,59,0,241,114,37,62,0,210,111,84,69,5,269,118,124,51,7,301,79,129,36,3,249,104,147,44,9,305,209,406,37,5,667,143,345,22,0,505,88,275,4,0,372,75,220,4,0,301,134,515,8,0,661,150,535,62,4,754,34,24,9,0,71,1646,2934,622,42,5243
505031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505031107,22,8,13,0,36,5,3,9,0,18,10,3,4,0,18,3,3,7,0,13,37,6,23,0,64,22,8,26,0,64,113,21,39,0,175,59,27,38,0,129,93,65,51,3,211,78,103,30,3,218,64,140,26,3,231,56,147,33,3,244,141,383,37,4,561,98,270,21,3,389,58,203,6,5,275,38,157,10,0,207,58,226,7,0,293,104,308,27,3,445,18,18,4,0,41,1079,2113,413,34,3643
505031108,33,8,15,4,60,14,5,11,0,31,13,8,43,0,61,10,3,26,0,47,103,17,48,0,170,70,19,68,0,159,255,59,91,3,408,161,103,109,13,387,185,146,102,5,441,213,229,95,3,543,156,237,72,3,473,149,257,42,6,463,399,613,82,19,1117,251,439,36,10,736,152,269,13,6,442,84,183,14,5,286,125,334,9,0,472,199,458,86,4,748,61,32,17,3,114,2633,3436,984,98,7155
505031255,10,0,4,0,14,0,0,0,0,0,0,3,6,0,16,0,0,15,0,14,13,4,26,0,45,6,11,44,0,58,22,19,30,3,82,25,18,22,3,77,42,40,33,0,115,53,57,26,0,142,42,80,18,3,143,54,98,8,0,165,166,241,17,3,433,123,162,8,0,292,66,88,3,0,150,25,44,0,0,73,33,69,4,0,102,79,190,24,0,295,11,3,0,0,17,781,1134,303,21,2237
505031256,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,3,0,7,4,0,0,0,7,3,6,0,0,9,9,4,0,0,10,7,6,0,0,14,3,3,0,0,9,6,6,0,0,11,4,10,0,0,14,0,7,0,0,15,3,11,0,0,11,3,5,0,0,13,3,19,0,0,19,5,15,3,0,22,0,3,0,0,3,71,89,16,4,180
505031257,6,3,0,0,10,3,0,0,0,4,3,3,3,0,6,0,0,10,0,7,16,3,10,0,29,9,5,19,0,35,49,4,11,0,69,26,10,11,0,47,21,17,13,0,49,30,23,10,0,61,10,29,9,0,43,18,24,0,0,49,30,41,3,0,73,17,46,3,0,68,11,18,0,0,31,3,10,3,0,20,12,33,0,0,50,37,80,9,0,127,7,3,5,0,14,318,356,111,3,788
505031258,11,6,10,0,22,7,0,3,0,10,4,5,12,0,22,0,3,18,0,26,24,7,30,0,67,24,4,52,0,84,107,15,35,0,156,64,31,35,0,125,68,66,55,4,193,53,80,20,4,158,39,84,20,0,141,57,83,12,3,160,104,170,18,3,302,65,123,6,0,192,43,77,7,0,118,25,56,7,0,90,44,65,0,0,116,84,233,32,0,346,17,13,10,0,34,849,1125,378,18,2369
506011110,16,14,29,0,59,19,4,14,0,37,12,3,60,3,73,11,6,72,0,88,68,35,106,8,209,38,44,165,4,253,250,66,162,11,492,127,105,149,8,393,151,178,148,13,492,137,189,95,11,440,119,210,74,5,399,116,165,38,0,327,178,262,43,20,495,92,148,29,5,273,28,75,4,0,111,17,35,3,0,55,26,70,7,0,94,117,202,110,7,439,40,34,42,0,115,1555,1846,1345,104,4852
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,4,3,3,0,14,5,0,3,0,8,4,3,15,0,20,0,0,16,0,13,21,12,22,0,55,9,15,44,0,61,60,15,31,3,110,40,40,30,3,114,47,50,28,4,134,46,69,25,3,152,33,48,23,4,108,32,49,10,0,90,50,111,24,5,184,31,53,10,3,90,7,31,0,0,47,10,21,0,0,36,8,29,3,0,43,42,89,29,0,153,13,14,7,0,30,471,656,313,25,1464
506011113,45,11,19,0,80,10,3,4,0,19,8,14,10,3,34,4,5,12,0,27,15,7,30,3,57,23,23,36,0,83,69,56,32,4,155,60,68,45,0,174,86,153,64,0,309,82,194,44,10,333,70,224,51,9,349,105,223,38,6,366,319,620,38,16,987,244,420,24,15,699,163,261,11,5,451,99,217,3,3,320,120,314,10,9,449,173,375,55,4,602,18,15,7,3,38,1702,3202,537,91,5528
506011114,15,3,10,0,30,12,5,6,0,19,7,4,26,3,38,0,0,32,0,41,43,7,38,0,88,25,25,71,3,120,136,30,45,3,215,88,32,50,6,178,104,76,64,6,245,109,107,51,6,272,64,110,29,3,206,56,85,23,0,173,116,166,36,3,315,61,110,14,0,189,44,63,4,0,114,32,47,0,0,82,35,88,4,0,129,60,160,65,3,292,16,16,13,0,52,1031,1120,590,46,2782
506011115,16,8,6,0,31,6,3,3,0,12,4,0,15,0,19,9,0,4,0,16,42,9,8,0,62,22,10,24,0,57,129,8,20,0,151,67,19,12,3,104,112,49,27,3,183,86,41,18,0,140,56,44,9,3,120,57,64,10,0,136,128,143,22,0,292,71,114,3,3,186,54,92,5,3,150,38,70,5,0,112,59,160,3,0,221,78,151,20,3,258,20,7,3,0,30,1055,993,224,18,2286
506011116,7,4,3,0,13,7,0,8,0,16,3,0,7,0,8,0,3,4,0,12,19,4,10,0,27,27,0,12,0,42,74,5,24,0,101,66,19,15,4,110,87,29,23,3,144,65,47,17,3,128,43,44,11,0,101,52,60,14,0,125,101,155,21,0,277,65,108,14,0,190,49,88,3,0,143,31,96,4,0,132,52,148,7,0,212,86,156,23,3,262,12,11,3,0,23,865,986,207,13,2074
506011117,9,11,11,5,36,3,5,11,0,17,5,4,17,0,23,3,0,20,0,21,16,6,26,0,52,10,20,54,3,88,78,32,53,0,172,45,61,55,0,166,62,121,52,6,241,64,162,36,8,267,47,153,26,9,233,44,125,26,5,203,100,271,40,10,420,76,141,13,0,227,24,75,7,0,108,7,41,0,3,53,10,56,0,3,64,67,164,33,3,267,17,9,3,0,25,701,1453,479,53,2688
506021118,23,15,12,0,46,11,0,5,0,21,7,8,26,0,43,10,0,15,0,33,41,9,40,0,95,25,15,46,3,87,119,30,51,8,212,67,47,51,6,170,117,88,60,16,275,101,64,54,24,239,59,108,25,5,194,75,98,29,6,209,204,202,41,13,463,150,139,19,6,312,90,107,10,3,209,64,83,7,3,163,101,146,11,3,258,142,177,45,3,366,19,16,13,0,48,1417,1353,563,107,3439
506021119,27,4,9,7,50,7,3,8,3,25,10,4,20,8,42,10,3,22,0,40,41,27,31,13,107,39,17,37,7,100,125,31,54,11,219,88,57,65,7,218,115,71,55,22,266,124,66,53,21,263,93,104,38,16,254,92,102,35,16,244,218,197,33,19,466,187,165,16,3,367,138,114,6,3,260,126,131,6,0,264,173,223,7,5,408,161,181,43,3,396,24,7,10,0,40,1795,1508,559,160,4025
506021120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021122,42,13,22,8,87,15,3,10,3,36,19,13,45,5,88,9,7,46,6,69,93,48,49,3,196,61,45,70,10,191,278,64,92,11,447,141,112,124,18,388,218,159,104,16,495,186,173,76,21,456,133,171,71,14,392,165,173,57,4,398,320,342,70,37,762,210,223,24,16,472,146,173,14,4,342,84,117,4,0,205,140,186,16,3,339,246,274,79,11,608,29,12,26,4,70,2533,2309,993,203,6038
506021123,32,14,19,13,75,15,0,0,0,21,8,3,8,0,25,11,6,12,0,21,49,10,17,8,88,31,25,27,3,85,104,25,23,10,162,100,46,32,9,190,128,75,47,17,260,120,62,33,19,235,84,67,26,7,189,105,71,27,7,207,256,179,37,18,492,166,116,16,3,304,131,95,3,4,239,85,105,14,3,206,204,245,8,7,463,156,164,43,4,368,15,5,0,0,23,1797,1320,387,148,3655
506031124,31,20,19,23,93,13,5,9,10,35,16,15,21,11,58,12,7,27,3,52,64,13,29,8,125,41,26,50,12,131,209,44,57,15,322,128,68,34,23,255,160,104,52,29,344,115,91,48,24,275,106,92,34,15,248,80,104,23,18,221,192,205,34,16,448,129,128,19,8,286,77,122,6,9,207,70,103,6,3,177,88,142,7,7,240,116,167,55,5,342,20,5,9,3,41,1680,1459,522,237,3898
506031125,24,12,7,3,52,13,4,3,0,19,10,9,3,0,19,7,5,5,0,19,26,16,6,0,50,23,19,20,3,65,74,21,14,0,108,62,27,28,9,128,60,55,46,3,166,66,63,27,0,154,48,61,28,4,138,44,76,22,4,150,108,213,33,3,362,66,193,18,3,273,54,152,9,3,211,40,124,12,0,176,55,287,9,0,353,72,258,20,0,357,10,16,0,0,29,862,1613,310,41,2822
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031127,49,25,28,10,114,16,7,8,0,29,20,5,15,3,47,16,11,16,0,51,59,32,32,7,126,47,50,50,9,157,145,68,58,12,287,112,114,57,20,301,157,192,71,25,443,149,216,56,24,436,110,183,33,13,342,91,173,26,6,302,183,301,55,19,563,136,188,16,13,351,74,114,6,4,200,26,68,7,0,99,44,103,12,0,149,121,187,45,9,360,21,20,7,0,48,1572,2061,605,180,4416
